,report_id,effective_date,report_type,au_price_usd_troy_oz,reported_gold_price_rolling_40_mean,reported_gold_price_rolling_40_std,reported_gold_price_upper_1STD,reported_gold_price_lower_1STD,reported_gold_price_upper_2STD,reported_gold_price_lower_2STD
581,2019-000023296 Pure Gold Mining Inc-f1-02888277_1-1-1,2019-02-05,,1275.0,1273.85,35.8047053203479,1309.6547053203478,1238.045294679652,1345.4594106406958,1202.240589359304
582,2019-000037742 SilverCrest Metals Inc-f1-02917144_2-2-1,2019-02-08,,1269.0,1275.575,33.75924374836566,1309.3342437483657,1241.8157562516344,1343.0934874967313,1208.0565125032688
583,2019-000018368 Endeavour Silver Corp-f1-02912529_2-1-1,2019-02-12,,1238.0,1275.275,34.04445623005348,1309.3194562300537,1241.2305437699465,1343.363912460107,1207.1860875398932
584,2019-000000171 Harte Gold Corp-f1-02911334_1-1-1,2019-02-14,,1300.0,1275.275,34.04445623005348,1309.3194562300537,1241.2305437699465,1343.363912460107,1207.1860875398932
585,2019-000000187 Canarc Resource Corp-f1-02903000_1-1-1,2019-02-28,,1300.0,1275.275,34.04445623005348,1309.3194562300537,1241.2305437699465,1343.363912460107,1207.1860875398932
586,2019-000032588 Toachi Mining Inc-f1-02930919_1-1-1,2019-03-30,,1264.0,1273.75,33.11344137959729,1306.8634413795974,1240.6365586204026,1339.9768827591945,1207.5231172408055
587,2019-000003093 Orvana Minerals Corp-f1-02939218_1-1-1,2019-05-14,PEA,1300.0,1273.125,32.348413744647466,1305.4734137446474,1240.7765862553526,1337.821827489295,1208.428172510705
588,2019-000025085 Sandspring Resources Ltd-f1-02941780_1-1-1,2019-06-11,PEA,1300.0,1272.5,31.552154625928264,1304.0521546259283,1240.9478453740717,1335.6043092518564,1209.3956907481436
589,2020-000008239 Calibre Mining Corp-f1-03031989_2-1-1,2019-06-30,MRE,1250.0,1273.75,29.532033889338734,1303.2820338893387,1244.2179661106613,1332.8140677786776,1214.6859322213224
590,2019-000025833 Otis Gold Corp-f1-02956922_1-1-1,2019-07-30,PEA,1300.0,1274.0,29.714884468467734,1303.7148844684677,1244.2851155315323,1333.4297689369355,1214.5702310630645
591,2019-000023397 Lydian International Limited-f1-02975570_1-1-1,2019-09-16,FS,1300.0,1275.25,29.73105947382173,1304.9810594738217,1245.5189405261783,1334.7121189476434,1215.7878810523566
592,2019-000009365 Rubicon Minerals Corporation-f1-02969144_2-1-1,2019-09-23,,1325.0,1278.375,28.145854091928587,1306.5208540919286,1250.2291459080714,1334.6667081838573,1222.0832918161427
593,2019-000002563 SEMAFO INC-f1-02986356_1-1-1,2019-09-30,PEA,1300.0,1278.375,28.145854091928587,1306.5208540919286,1250.2291459080714,1334.6667081838573,1222.0832918161427
594,2019-000015722 Platinum Group Metals Ltd-f1-02973302_1-1-1,2019-10-04,,1318.0,1280.075,28.440119279205152,1308.5151192792052,1251.6348807207949,1336.9552385584104,1223.1947614415897
595,2019-000020308 Erdene Resource Development Corporation-f1-02997666_2-1-1,2019-10-15,PFS,1300.0,1280.075,28.440119279205152,1308.5151192792052,1251.6348807207949,1336.9552385584104,1223.1947614415897
596,2019-000001837 TVI Pacific Inc-f1-02976127_1-1-1,2019-10-15,FS,1250.0,1278.825,28.640018174325096,1307.4650181743252,1250.1849818256749,1336.1050363486502,1221.54496365135
597,2019-000042558 Cardinal Resources Limited-f1-02991787_1-1-1,2019-10-28,FS,1350.0,1280.075,30.61119914051955,1310.6861991405196,1249.4638008594804,1341.2973982810392,1218.8526017189608
598,2020-000009025 IAMGOLD Corporation-f1-03016840_2-1-1,2019-11-06,FS,1350.0,1281.325,32.41350422910626,1313.7385042291064,1248.9114957708937,1346.1520084582125,1216.4979915417875
599,2019-000006065 Victoria Gold Corp-f1-02998460_1-1-1,2019-12-04,FS,1300.0,1281.325,32.41350422910626,1313.7385042291064,1248.9114957708937,1346.1520084582125,1216.4979915417875
600,2020-000026264 Ascendant Resources Inc-f1-03022181_1-1-1,2019-12-19,,1400.0,1285.075,37.042863252572076,1322.117863252572,1248.032136747428,1359.160726505144,1210.989273494856
601,2020-000009025 IAMGOLD Corporation-f1-03017893_3-1-1,2019-12-31,FS,1350.0,1287.575,37.97765031010952,1325.5526503101096,1249.5973496898905,1363.5303006202191,1211.619699379781
602,"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,1297.32,1286.883,37.52775206943061,1324.4107520694306,1249.3552479305695,1361.9385041388612,1211.827495861139
603,2020-000003212 Taseko Mines Limited-f1-03007907_1-2-1,2019-12-31,PFS,1350.0,1288.133,38.787440089776325,1326.9204400897763,1249.3455599102238,1365.7078801795526,1210.5581198204475
604,2020-000047809 Jervois Mining Limited-f1-03135491_1-1-1,2020-01-20,,1750.0,1300.633,82.32069167559739,1382.9536916755974,1218.3123083244027,1465.2743833511947,1135.9916166488053
605,2020-000025546 Argonaut Gold Inc-f1-03014070_1-1-1,2020-01-31,PFS,1350.0,1303.133,82.26201959405302,1385.395019594053,1220.870980405947,1467.657039188106,1138.6089608118941
606,2020-000005697 Caldas Gold Corp. ( Bluenose Gold Corp.)-f1-03098424_1-1-1,2020-03-17,,1400.0,1306.883,83.19149285279704,1390.074492852797,1223.691507147203,1473.2659857055942,1140.500014294406
607,2020-000043553 Fiore Gold Ltd-f1-03057549_1-1-1,2020-03-31,PEA,1400.0,1310.933,83.69388098210176,1394.6268809821017,1227.2391190178982,1478.3207619642035,1143.5452380357965
608,2020-000028681 Golden Minerals Company-f1-03063976_2-1-1,2020-04-01,PEA,1621.8,1320.2279999999998,96.43006540413742,1416.6580654041372,1223.7979345958624,1513.0881308082746,1127.367869191725
609,2020-000005837 KORE Mining Ltd-f1-03060233_1-1-1,2020-04-06,PEA,1450.0,1325.2279999999998,97.8696599276765,1423.0976599276764,1227.3583400723232,1520.9673198553528,1129.4886801446469
610,2020-000048037 Tethyan Resource Corp-f1-03084677_1-1-1,2020-04-30,PEA,1440.0,1328.4779999999998,99.4959814985462,1427.973981498546,1228.9820185014537,1527.4699629970924,1129.4860370029073
611,2020-000004132 Ascot Resources Ltd-f1-03061954_2-1-1,2020-05-22,,1400.0,1333.078,98.40995611504042,1431.4879561150403,1234.6680438849596,1529.8979122300807,1136.2580877699193
612,2020-000005820 Amarillo Gold Corporation-f1-03072873_1-1-1,2020-06-15,FS,1400.0,1336.828,98.02019141025303,1434.848191410253,1238.8078085897469,1532.868382820506,1140.787617179494
613,2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020-07-10,PEA,1450.0,1341.828,98.57694626209039,1440.4049462620903,1243.2510537379096,1538.9818925241807,1144.6741074758193
614,2020-000046596 Blue Lagoon Resources Inc-f1-03083518_1-1-1,2020-07-13,,1450.0,1345.578,99.79058316397,1445.36858316397,1245.78741683603,1545.15916632794,1145.99683367206
615,2020-000020308 Erdene Resource Development Corporation-f1-03109797_1-1-1,2020-07-20,FS,1400.0,1348.078,99.87205392336678,1447.9500539233668,1248.2059460766332,1547.8221078467336,1148.3338921532663
616,2020-000044610 Altus Strategies Plc-f1-03085998_2-1-1,2020-07-22,PEA,1500.0,1353.078,102.37831539229482,1455.4563153922948,1250.6996846077052,1557.8346307845895,1148.3213692154104
617,2020-000030562 Teranga Gold Corporation-f1-03100145_1-1-1,2020-07-26,PFS,1600.0,1360.578,109.15463731413146,1469.7326373141314,1251.4233626858686,1578.887274628263,1142.268725371737
618,2020-000044868 Magna Gold Corp-f1-03113908_2-1-1,2020-08-08,PFS,1450.0,1364.328,109.59584951901677,1473.9238495190168,1254.7321504809831,1583.5196990380334,1145.1363009619665
619,2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,1300.0,1364.953,109.14372247120716,1474.0967224712072,1255.8092775287928,1583.2404449424143,1146.6655550575856
620,2020-000016084 Velocity Minerals Ltd-f1-03108368_1-2-1,2020-08-30,PFS,1500.0,1371.203,109.54951275389354,1480.7525127538936,1261.6534872461064,1590.302025507787,1152.103974492213
621,2020-000005620 Troilus Gold Corp-f1-03122905_2-1-1,2020-08-31,PEA,1475.0,1376.203,109.61021078676042,1485.8132107867605,1266.5927892132395,1595.4234215735207,1156.9825784264792
622,2020-000008239 Calibre Mining Corp-f1-03113822_3-1-1,2020-09-04,PEA,1500.0,1381.9779999999998,109.90213864137868,1491.8801386413786,1272.075861358621,1601.7822772827571,1162.1737227172425
623,2020-000002899 Josemaria Resources Inc-f1-03131257_1-1-1,2020-09-28,FS,1500.0,1388.5279999999998,108.90411579423059,1497.4321157942304,1279.6238842057692,1606.336231588461,1170.7197684115386
624,2020-000037125 Paramount Gold Nevada Corp-f1-03128464_1-1-1,2020-10-01,,1472.0,1392.828,108.71450721016411,1501.542507210164,1284.1134927898358,1610.2570144203282,1175.3989855796717
625,2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2020-10-15,,1635.0,1401.203,114.14784992303356,1515.3508499230336,1287.0551500769664,1629.4986998460672,1172.9073001539327
626,2020-000006237 First Quantum Minerals Ltd-f1-03144495_3-1-1,2020-10-30,OTHER,1500.0,1407.1029999999998,112.96735607903415,1520.070356079034,1294.1356439209658,1633.0377121580682,1181.1682878419315
627,2020-000024156 Mako Mining Corp-f1-03147551_1-1-1,2020-11-02,MRE,1750.0,1418.3529999999998,123.90526965056657,1542.2582696505665,1294.4477303494332,1666.163539301133,1170.5424606988668
628,2020-000028186 Revival Gold Inc-f1-03153072_2-1-1,2020-11-17,PEA,1550.0,1424.6029999999998,124.08734703157072,1548.6903470315706,1300.515652968429,1672.7776940631413,1176.4283059368584
629,2021-000000760 O3 Mining Inc-f1-03165344_1-1-1,2020-11-25,PEA,1450.0,1429.6029999999998,120.85888338609399,1550.4618833860939,1308.7441166139058,1671.3207667721879,1187.8852332278118
630,2020-000009365 Battle North Gold Corporation-f1-03147674_2-1-1,2020-12-01,,1525.0,1435.2279999999998,119.9044430476379,1555.1324430476377,1315.323556952362,1675.0368860952756,1195.419113904724
631,2020-000036883 Fabled Copper Corp-f1-03148081_1-1-1,2020-12-02,,1619.0,1443.203,121.28029138301434,1564.4832913830144,1321.9227086169856,1685.7635827660288,1200.6424172339712
632,2021-000031923 Rokmaster Resources Corp-f1-03163135_1-1-1,2020-12-08,,1561.0,1449.1029999999998,121.12287023239453,1570.2258702323943,1327.9801297676054,1691.348740464789,1206.8572595352107
633,2021-000001122 Golden Star Resources Ltd-f1-03180071_1-1-1,2020-12-31,PEA,1300.0,1449.1029999999998,121.12287023239453,1570.2258702323943,1327.9801297676054,1691.348740464789,1206.8572595352107
634,2021-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03173752_1-1-1,2020-12-31,FS,1500.0,1453.6529999999998,119.47895920760897,1573.1319592076088,1334.1740407923908,1692.6109184152178,1214.6950815847817
635,2021-000018439 Endeavour Mining Corporation-f1-03200835_2-1-1,2020-12-31,PFS,1500.0,1458.6529999999998,117.04398099947423,1575.696980999474,1341.6090190005257,1692.7409619989483,1224.5650380010513
636,2021-000018439 Endeavour Mining Corporation-f1-03200823_1-1-1,2020-12-31,PFS,1500.0,1464.9029999999998,112.19070829024493,1577.0937082902446,1352.712291709755,1689.2844165804897,1240.5215834195099
637,2022-000005697 Aris Gold Corporation ( Caldas Gold Corp.)-f1-03352739_1-1-1,2021-01-01,,1675.0,1473.0279999999998,115.37907100799016,1588.40707100799,1357.6489289920096,1703.7861420159802,1242.2698579840194
638,2021-000028877 Thor Explorations Ltd-f1-03221490_1-1-1,2021-01-04,FS,1600.0,1479.2779999999998,115.31499458173161,1594.5929945817313,1363.9630054182683,1709.907989163463,1248.6480108365365
639,2021-000037742 SilverCrest Metals Inc-f1-03169049_1-1-1,2021-01-04,,1500.0,1484.2779999999998,111.61899147293923,1595.8969914729391,1372.6590085270605,1707.5159829458782,1261.0400170541213
640,2021-000007841 Medgold Resources Corp-f1-03185854_1-1-1,2021-01-07,PEA,1500.0,1486.7779999999998,110.79983928526796,1597.5778392852678,1375.9781607147318,1708.3776785705356,1265.178321429464
641,2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021-01-12,,1500.0,1490.5279999999998,108.56779413851399,1599.0957941385138,1381.9602058614857,1707.6635882770279,1273.3924117229717
642,2021-000029249 GoGold Resources Inc-f1-03176062_1-1-1,2021-01-20,PEA,1550.0,1496.8449999999998,104.30515868453162,1601.1501586845313,1392.5398413154683,1705.455317369063,1288.2346826309365
643,2021-000022404 First Mining Gold Corp-f1-03182996_1-1-1,2021-01-20,PFS,1600.0,1503.0949999999998,102.75912574110936,1605.854125741109,1400.3358742588905,1708.6132514822184,1297.5767485177812
644,2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021-01-21,PEA,1600.0,1499.3449999999998,96.03472649155559,1595.3797264915554,1403.3102735084442,1691.414452983111,1307.2755470168886
645,2021-000007595 Vangold Mining Corp-f1-03201291_1-1-1,2021-01-31,,1527.0,1503.77,93.00699229297126,1596.7769922929713,1410.7630077070287,1689.7839845859426,1317.7560154140574
646,2021-000029625 Novo Resources Corp-f1-03213765_1-1-1,2021-02-05,PEA,1700.0,1511.27,96.45641024277901,1607.726410242779,1414.813589757221,1704.182820485558,1318.357179514442
647,2021-000025297 SANDSTORM GOLD LTD-f1-03318282_1-1-1,2021-02-28,,1599.0,1516.245,95.69921348443086,1611.9442134844307,1420.545786515569,1707.6434269688616,1324.8465730311382
648,2021-000000171 Harte Gold Corp-f1-03183790_1-1-1,2021-03-01,,1938.0,1524.15,115.62662057076477,1639.7766205707649,1408.5233794292353,1755.4032411415296,1292.8967588584705
649,2021-000005733 Sabina Gold & Silver Corp-f1-03183313_1-1-1,2021-03-03,FS,1600.0,1527.9,115.59252038618669,1643.4925203861867,1412.3074796138135,1759.0850407723735,1296.7149592276267
650,2021-000005999 Roxgold Inc-f1-03229132_2-1-1,2021-03-31,FS,1600.0,1531.9,115.24061783937218,1647.1406178393722,1416.659382160628,1762.3812356787444,1301.4187643212558
651,2021-000025328 OceanaGold Corporation-f1-03198546_1-1-1,2021-03-31,FS,1500.0,1534.4,113.3754371263457,1647.7754371263459,1421.0245628736543,1761.1508742526914,1307.6491257473087
652,2021-000050209 1246778 B.C. LTD-f1-03239369_1-1-1,2021-03-31,PEA,1850.0,1545.65,121.71668448512519,1667.3666844851252,1423.933315514875,1789.0833689702504,1302.2166310297498
653,2021-000018939 Euro Sun Mining Inc-f1-03198456_1-2-1,2021-04-14,FS,1500.0,1546.9,120.96360970058352,1667.8636097005835,1425.9363902994166,1788.8272194011672,1304.972780598833
654,2021-000030782 Marathon Gold Corporation-f1-03208886_1-1-1,2021-04-23,FS,1500.0,1548.15,120.19248451269142,1668.3424845126915,1427.9575154873087,1788.534969025383,1307.7650309746173
655,2021-000008849 Spanish Mountain Gold Ltd-f1-03234471_1-1-1,2021-05-10,PFS,1600.0,1553.15,118.01163567143027,1671.1616356714303,1435.1383643285699,1789.1732713428605,1317.1267286571397
656,2022-000026953 Bonterra Resources Inc-f1-03414517_1-1-1,2021-06-01,PEA,1600.0,1555.65,117.91599573968874,1673.5659957396888,1437.7340042603114,1791.4819914793775,1319.8180085206227
657,2021-000000880 NOVAGOLD RESOURCES INC-f1-03275293_1-1-1,2021-06-01,FS,1500.0,1553.15,118.01163567143027,1671.1616356714303,1435.1383643285699,1789.1732713428605,1317.1267286571397
658,2021-000025296 Equinox Gold Corp-f1-03296919_5-1-1,2021-06-30,PFS,1500.0,1554.4,117.15271646171595,1671.552716461716,1437.2472835382841,1788.705432923432,1320.0945670765682
659,2021-000045726 Cerrado Gold Inc. ( BB1 Acquisition Corp.)-f1-03286508_3-1-1,2021-07-21,PEA,1600.0,1561.9,109.82218728705537,1671.7221872870555,1452.0778127129447,1781.5443745741109,1342.2556254258893
660,2021-000045821 Luminex Resources Corp-f1-03278456_1-1-1,2021-07-28,PEA,1600.0,1564.4,109.51473381731414,1673.9147338173143,1454.8852661826859,1783.4294676346283,1345.370532365372
661,2021-000018190 Chesapeake Gold Corp-f1-03272399_1-1-1,2021-08-30,PEA,1600.0,1567.525,108.67853973991484,1676.203539739915,1458.8464602600852,1784.8820794798298,1350.1679205201704
662,2021-000036937 Probe Metals Inc-f1-03289738_2-1-1,2021-09-07,PEA,1500.0,1567.525,108.67853973991484,1676.203539739915,1458.8464602600852,1784.8820794798298,1350.1679205201704
663,2021-000003151 Northern Dynasty Minerals Ltd-f1-03277351_2-2-1,2021-09-09,PEA,1600.0,1570.025,108.23466611358026,1678.2596661135804,1461.7903338864198,1786.4943322271606,1353.5556677728396
664,2021-000020511 COPPER FOX METALS INC-f1-03296960_3-1-1,2021-09-10,PEA,1500.0,1570.725,107.67353018529835,1678.3985301852983,1463.0514698147015,1786.0720603705965,1355.3779396294033
665,2021-000003502 Sonoro Gold Corp-f1-03294016_1-1-1,2021-09-15,PEA,1750.0,1573.6,110.92011447376011,1684.52011447376,1462.6798855262398,1795.4402289475202,1351.7597710524797
666,2021-000026107 Mexican Gold Mining Corp-f1-03280410_1-1-1,2021-09-18,,1625.0,1576.725,110.55361560381994,1687.2786156038198,1466.17138439618,1797.8322312076398,1355.61776879236
667,2021-000008808 Aura Minerals Inc-f1-03320949_2-1-1,2021-09-30,PEA,1552.0,1571.775,106.97099714768243,1678.7459971476826,1464.8040028523176,1785.7169942953649,1357.8330057046353
668,2021-000030238 TriStar Gold Inc-f1-03304469_2-1-1,2021-10-04,PFS,1550.0,1571.775,106.97099714768243,1678.7459971476826,1464.8040028523176,1785.7169942953649,1357.8330057046353
669,2021-000004336 Otso Gold Corp-f1-03296574_2-1-1,2021-10-04,FS,1600.0,1575.525,105.20724053761089,1680.732240537611,1470.3177594623892,1785.939481075222,1365.1105189247783
670,2021-000003851 Salazar Resources Limited-f1-03291760_1-2-1,2021-10-26,FS,1700.0,1579.9,106.68064011037441,1686.5806401103746,1473.2193598896256,1793.2612802207489,1366.5387197792513
671,2021-000043280 Steppe Gold Ltd-f1-03313510_2-1-1,2021-10-27,FS,1610.0,1579.675,106.60552434331476,1686.2805243433147,1473.0694756566852,1792.8860486866295,1366.4639513133704
672,2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021-11-08,FS,1600.0,1580.65,106.60869017351762,1687.2586901735176,1474.0413098264826,1793.8673803470354,1367.4326196529648
673,"2022-000005465 Clean Air Metals Inc. (, Regency Gold Corp.)-f1-03325993_1-1-1",2021-12-01,,1346.09375,1581.80234375,103.70695845770103,1685.5093022077012,1478.095385292299,1789.2162606654022,1374.388426834598
674,2022-000047725 G Mining Ventures Corp-f1-03336754_1-1-1,2021-12-10,FS,1600.0,1584.30234375,102.88651045608155,1687.1888542060817,1481.4158332939185,1790.075364662163,1378.529322837837
675,2022-000027890 Loncor Gold Inc-f1-03333595_1-1-1,2021-12-15,PEA,1600.0,1586.80234375,101.996638779378,1688.798982529378,1484.8057049706222,1790.7956213087562,1382.809066191244
676,2022-000003093 Orvana Minerals Corp-f1-03337903_1-1-1,2021-12-29,PEA,1700.0,1591.80234375,102.53308672605623,1694.3354304760562,1489.269257023944,1796.8685172021126,1386.7361702978876
677,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-2",2021-12-31,,1488.0,1587.12734375,102.90488172515354,1690.0322254751534,1484.2224620248464,1792.937107200307,1381.3175802996927
678,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-3",2021-12-31,PFS,1488.0,1584.32734375,104.06286285922363,1688.3902066092237,1480.2644808907762,1792.4530694684472,1376.2016180315527
679,2022-000004246 Vista Gold Corp-f1-03342727_1-1-1,2021-12-31,FS,1600.0,1586.82734375,103.18251552366281,1690.0098592736629,1483.644828226337,1793.1923747973256,1380.4623127026744
680,"2022-000023797 Sedibelo Platinum Mines Limited (, Platmin Limited)-f1-03392820_1-1-1",2021-12-31,,1654.0,1590.67734375,102.73177759768717,1693.4091213476872,1487.945566152313,1796.1408989453744,1385.2137885546258
681,2022-000055678 Gold Fields Limited-f1-03447480_1-1-2,2021-12-31,FS,1300.0,1585.67734375,111.73111548195605,1697.4084592319562,1473.946228268044,1809.1395747139122,1362.215112786088
682,2022-000030617 K92 Mining Inc-f1-03449414_3-1-1,2022-01-01,,1600.0,1586.92734375,111.60135213451697,1698.528695884517,1475.3259916154832,1810.1300480190341,1363.724639480966
683,2022-000005617 Galleon Gold Corp-f1-03341096_1-1-1,2022-01-10,,1700.0,1589.42734375,113.0128358244008,1702.4401795744009,1476.4145079255993,1815.4530153988017,1363.4016721011985
684,2022-000030266 Cordoba Minerals Corp-f1-03325638_1-1-1,2022-01-11,PFS,1650.0,1590.67734375,113.40859948025532,1704.0859432302555,1477.2687442697447,1817.4945427105108,1363.8601447894894
685,2022-000031036 GoldMining Inc. ( Brazil Resources Inc.)-f1-03343368_1-1-1,2022-01-12,PEA,1600.0,1592.50234375,112.94402855003636,1705.4463723000363,1479.5583151999635,1818.3904008500726,1366.6142866499272
686,2022-000003818 Sabre Gold Mines Corp. ( Arizona Gold Corp.)-f1-03332175_1-1-1,2022-01-18,PEA,1700.0,1592.50234375,112.94402855003636,1705.4463723000363,1479.5583151999635,1818.3904008500726,1366.6142866499272
687,2022-000044782 Golden Independence Mining Corp-f1-03335960_1-1-1,2022-01-24,PEA,1700.0,1595.02734375,114.21485504239375,1709.2421987923938,1480.8124887076062,1823.4570538347875,1366.5976336652125
688,2022-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03358989_1-1-1,2022-01-26,,1650.0,1587.82734375,100.26560130305263,1688.0929450530525,1487.5617424469474,1788.3585463561053,1387.2961411438946
689,2022-000031900 Magna Mining Inc-f1-03352191_1-1-1,2022-01-31,FS,1600.0,1587.82734375,100.26560130305263,1688.0929450530525,1487.5617424469474,1788.3585463561053,1387.2961411438946
690,2022-000031522 Rockcliff Metals Corporation-f1-03340402_1-1-1,2022-02-01,,1828.0,1593.52734375,107.21528457720197,1700.742628327202,1486.312059172798,1807.9579129044039,1379.0967745955961
691,2022-000048267 Montage Gold Corp-f1-03350514_1-1-1,2022-02-14,FS,1600.0,1596.02734375,106.13901188123172,1702.1663556312317,1489.8883318687683,1808.3053675124634,1383.7493199875366
692,2022-000016221 Bluestone Resources Inc-f1-03365225_1-1-1,2022-02-22,FS,1600.0,1589.77734375,97.83624148346782,1687.6135852334678,1491.9411022665322,1785.4498267169356,1394.1048607830644
693,2022-000021121 Gold Standard Ventures Corp-f1-03350830_1-1-1,2022-02-23,FS,1650.0,1593.52734375,97.17939697121172,1690.7067407212116,1496.3479467787884,1787.8861376924235,1399.1685498075765
694,2022-000032388 Asante Gold Corporation-f1-03433941_1-1-1,2022-02-28,,1750.0,1599.77734375,99.03164487209615,1698.8089886220962,1500.7456988779038,1797.8406334941924,1401.7140540058076
695,2022-000008072 Spruce Ridge Resources Ltd-f1-03366701_1-1-1,2022-03-09,PEA,1675.0,1601.65234375,99.7434110919878,1701.3957548419878,1501.9089326580122,1801.1391659339756,1402.1655215660244
696,2022-000046587 Anacortes Mining Corp-f1-03350308_1-1-1,2022-03-11,PEA,1700.0,1604.15234375,100.94688949429283,1705.099233244293,1503.205454255707,1806.0461227385856,1402.2585647614144
697,2022-000013027 Cornerstone Capital Resources Inc-f1-03395605_1-1-1,2022-03-31,PFS,1600.0,1606.65234375,99.52969363581721,1706.1820373858172,1507.1226501141828,1805.7117310216345,1407.5929564783655
698,2022-000007860 Torex Gold Resources Inc-f1-03362904_1-1-1,2022-04-01,FS,1600.0,1609.15234375,98.02665361566612,1707.1789973656662,1511.1256901343338,1805.2056509813322,1413.0990365186678
699,2022-000044770 Xanadu Mines Ltd-f1-03401997_2-1-1,2022-04-04,PEA,1700.0,1611.65234375,99.0570023922183,1710.7093461422182,1512.5953413577818,1809.7663485344365,1413.5383389655635
700,2022-000024981 Poplar Creek Resources Inc-f1-03449008_1-1-1,2022-04-24,PEA,1650.0,1612.90234375,99.22152951071034,1712.1238732607103,1513.6808142392897,1811.3454027714206,1414.4592847285794
701,2022-000001691 Hudbay Minerals Inc. ( HudBay Minerals Inc.)-f1-03409501_1-1-1,2022-05-01,PEA,1600.0,1612.90234375,99.22152951071034,1712.1238732607103,1513.6808142392897,1811.3454027714206,1414.4592847285794
702,2022-000045813 Dore Copper Mining Corp-f1-03399661_1-1-1,2022-05-09,,1820.0,1620.90234375,102.7236852346544,1723.6260289846543,1518.1786585153457,1826.3497142193087,1415.4549732806913
703,2022-000052628 Endeavour Mining plc-f1-03468668_2-1-1,2022-06-01,FS,1500.0,1618.40234375,104.4478195780008,1722.8501633280007,1513.9545241719993,1827.2979829060016,1409.5067045939984
704,2022-000031130 Pasofino Gold Limited-f1-03413640_2-1-1,2022-06-13,FS,1700.0,1623.40234375,103.41645904679822,1726.8188027967983,1519.9858847032017,1830.2352618435964,1416.5694256564036
705,2022-000003116 Aris Mining Corporation ( GCM Mining Corp.)-f1-03461399_1-1-1,2022-06-30,,1600.0,1619.65234375,101.40826335549828,1721.0606071054983,1518.2440803945017,1822.4688704609966,1416.8358170390034
706,2022-000044610 Altus Strategies Plc-f1-03415166_2-1-1,2022-08-01,PEA,1750.0,1622.77734375,103.48207924338641,1726.2594229933864,1519.2952645066136,1829.7415022367727,1415.8131852632273
707,2022-000000760 O3 Mining Inc-f1-03444224_2-1-1,2022-08-24,PFS,1700.0,1626.47734375,103.53240475092262,1730.0097485009226,1522.9449389990775,1833.5421532518453,1419.4125342481548
708,2022-000008808 Aura Minerals Inc-f1-03459712_1-1-1,2022-08-31,FS,1664.0,1629.32734375,102.94056788361512,1732.267911633615,1526.3867758663848,1835.2084795172302,1423.4462079827697
709,2022-000007875 Skeena Resources Limited-f1-03437510_1-1-1,2022-09-06,FS,1700.0,1631.82734375,103.42322699271082,1735.2505707427108,1528.404116757289,1838.6737977354217,1424.9808897645783
710,2022-000003301 Moneta Gold Inc. ( Moneta Porcupine Mines Inc.)-f1-03445560_2-1-1,2022-09-07,PEA,1600.0,1629.32734375,102.94056788361512,1732.267911633615,1526.3867758663848,1835.2084795172302,1423.4462079827697
711,2022-000004017 Gold Bull Resources Corp-f1-03448953_1-1-1,2022-09-12,PEA,1800.0,1634.07734375,106.35291631106239,1740.4302600610624,1527.7244274389375,1846.7831763721247,1421.3715111278752
712,2023-000009698 Minera Alamos Inc-f1-03478450_1-1-1,2022-09-28,PEA,1600.0,1634.07734375,106.35291631106239,1740.4302600610624,1527.7244274389375,1846.7831763721247,1421.3715111278752
713,2022-000007638 Southern Silver Exploration Corp-f1-03445449_1-1-1,2022-10-13,,1650.0,1641.675,95.55999256743081,1737.2349925674307,1546.1150074325692,1832.7949851348617,1450.5550148651382
714,2022-000021162 Mawson Gold Limited-f1-03451541_1-2-1,2022-10-15,,1700.0,1644.175,95.74964350204905,1739.924643502049,1548.4253564979508,1835.674287004098,1452.675712995902
715,2023-000029200 Silver X Mining Corp-f1-03516759_1-1-1,2022-10-31,,1746.0,1647.825,96.7995251895552,1744.6245251895552,1551.0254748104448,1841.4240503791104,1454.2259496208897
716,2023-000030511 Soma Gold Corp-f1-03492401_1-1-1,2022-12-31,,1700.0,1647.825,96.7995251895552,1744.6245251895552,1551.0254748104448,1841.4240503791104,1454.2259496208897
717,2023-000005955 NorthWest Copper Corp. ( _Serengeti Resources Inc._)-f1-03493519_1-1-1,2023-01-04,PEA,1650.0,1651.875,93.2655946951844,1745.1405946951845,1558.6094053048155,1838.4061893903688,1465.3438106096312
718,2023-000004604 Rupert Resources Ltd-f1-03479537_1-1-1,2023-01-10,PEA,1650.0,1655.925,89.4044074804108,1745.3294074804107,1566.5205925195892,1834.7338149608215,1477.1161850391784
