id,report_id,effective_date,report_type,cu_price_usd_dmt,reported_copper_price_rolling_40_mean,reported_copper_price_rolling_40_std,reported_copper_price_upper_1STD,reported_copper_price_lower_1STD,reported_copper_price_upper_2STD,reported_copper_price_lower_2STD
35,2009-000002894 Abacus Mining & Exploration Corp-f1-01382375_1-1-1,2008-10-31,MRE,5511.549999999999,4728.4679334603825,1648.5586607189668,6377.02659417935,3079.9092727414154,8025.585254898317,1431.3506120224488
36,2008-000024893 Victory Nickel Inc-f1-01354993_1-1-1,2008-11-05,,6613.86,4779.424475799292,1654.78874287802,6434.213218677312,3124.635732921272,8089.001961555332,1469.846990043252
37,2008-000004130 KINBAURI GOLD CORP-f1-01345065_2-1-1,2008-11-14,MRE,5511.549999999999,4798.690936962468,1636.5886613848431,6435.279598347312,3162.102275577625,8071.868259732155,1525.513614192782
38,2008-000013177 Candente Resource Corp-f1-01357519_3-1-1,2008-11-30,PEA,4409.24,4788.7050155018915,1616.1146839927762,6404.8196994946675,3172.5903315091155,8020.9343834874435,1556.475647516339
39,"2009-000006010 Redhawk Resources, Inc-f1-01380852_1-1-1",2009-02-18,PEA,4960.395,4792.997265114345,1595.4916776418856,6388.488942756231,3197.5055874724594,7983.980620398117,1602.013909830574
40,2009-000005733 Sabina Silver Corporation-f1-01407382_1-1-1,2009-02-26,MRE,3363.939929328621,4805.4456133475605,1581.956473855363,6387.402087202923,3223.489139492198,7969.358561058287,1641.5326656368347
41,2009-000009025 IAMGOLD Corporation-f1-01384641_1-1-3,2009-02-27,,4426.236749116607,4789.335882075475,1582.4677491696696,6371.803631245144,3206.8681329058054,7954.271380414813,1624.4003837361356
42,2009-000014092 Skyline Gold Corporation-f1-01384343_1-1-1,2009-03-04,PEA,4409.24,4816.893632075475,1565.4976386348383,6382.391270710313,3251.3959934406366,7947.888909345151,1685.8983548057981
43,2009-000004130 KINBAURI GOLD CORP-f1-01384831_1-1-1,2009-03-06,PEA,5149.882089,4810.607709300476,1563.5944716159038,6374.20218091638,3247.0132376845722,7937.796652532284,1683.4187660686684
44,2009-000003026 North American Palladium Ltd-f1-01386739_1-1-1,2009-03-13,MRE,4409.24,4838.165459300476,1546.0284221046832,6384.193881405159,3292.137037195793,7930.222303509842,1746.1086150911096
45,2009-000024750 South American Silver Corp-f1-01389824_1-1-1,2009-03-13,PEA,3086.468,4832.653909300475,1552.0086097602584,6384.662519060734,3280.6452995402165,7936.671128820992,1728.636689779958
46,2009-000005955 Serengeti Resources Inc-f1-01403700_1-1-1,2009-04-08,MRE,4409.24,4832.653909300476,1552.0086097602584,6384.662519060734,3280.6452995402174,7936.671128820993,1728.636689779959
47,2009-000022748 Explorator Resources Inc-f1-01441034_2-1-1,2009-05-30,PEA,3968.316,4793.521904300475,1553.614525335288,6347.136429635763,3239.9073789651875,7900.750954971051,1686.2928536298996
48,2009-000005760 Sunridge Gold Corp-f1-01443806_1-1-1,2009-06-05,PEA,5886.3354,4823.284274300475,1563.069575304257,6386.353849604731,3260.214698996218,7949.423424908989,1697.145123691961
49,2009-000010193 Chariot Resources Limited-f1-01415384_1-2-1,2009-06-08,FS,4409.24,4834.307374300476,1558.4334257237351,6392.740800024211,3275.873948576741,7951.174225747946,1717.4405228530059
50,2009-000024169 Moly Mines Limited-f1-01465727_1-1-1,2009-08-25,OTHER,5732.012,4867.607674300476,1563.139257986908,6430.746932287384,3304.468416313568,7993.886190274292,1741.32915832666
51,2009-000003958 OPAWICA EXPLORATIONS INC-f1-01472014_3-1-1,2009-08-31,MRE,3858.085,4826.271049300475,1567.530271273388,6393.801320573863,3258.740778027087,7961.331591847251,1691.210506753699
52,2009-000009161 Silver Wheaton Corp-f1-01475484_2-1-1,2009-09-09,FS,4409.24,4853.828799300476,1549.7231795121043,6403.55197881258,3304.1056197883718,7953.2751583246845,1754.3824402762675
53,2009-000005815 Norsemont Mining Inc-f1-01483747_1-1-1,2009-09-28,FS,4409.24,4878.630774300475,1533.9999223408504,6412.630696641326,3344.630851959625,7946.630618982176,1810.6309296187746
54,2009-000008808 Aura Minerals Inc-f1-01483612_5-1-1,2009-09-30,PEA,4409.24,4906.188524300475,1514.8223378911541,6421.01086219163,3391.366186409321,7935.833200082783,1876.5438485181671
55,2009-000008483 Anatolia Minerals Development Limited-f1-01484954_2-1-1,2009-10-02,MRE,4409.24,4878.630774300475,1513.5532995767555,6392.184073877231,3365.07747472372,7905.737373453987,1851.5241751469644
56,2009-000003295 Tri Origin Exploration Ltd-f1-01495592_1-1-1,2009-10-09,MRE,7350.0,4987.974849300475,1530.4869238877232,6518.461773188199,3457.4879254127522,8048.948697075922,1927.001001525029
57,2009-000001640 IMPACT Silver Corp-f1-01501206_1-1-1,2009-11-10,MRE,4629.702,4939.473209300476,1509.673198704103,6449.146408004579,3429.800010596373,7958.819606708682,1920.1268118922699
58,2009-000007586 International PBX Ventures Ltd-f1-01516184_1-1-1,2009-12-13,PEA,4409.24,4939.473209300475,1509.673198704103,6449.146408004578,3429.800010596372,7958.819606708681,1920.126811892269
59,2010-000003295 Tri Origin Exploration Ltd-f1-01524409_1-1-1,2009-12-15,FS,5511.549999999999,4994.588709300476,1488.6405715484832,6483.229280848959,3505.9481377519924,7971.869852397442,2017.3075662035094
60,2010-000011649 Lithic Resources Ltd-f1-01521254_1-1-1,2009-12-23,MRE,4409.24,4967.030959300476,1489.0281312555303,6456.059090556006,3478.0028280449455,7945.087221811536,1988.9746967894152
61,2010-000004818 New Gold Inc-f1-01544679_1-1-1,2009-12-31,,4409.24,5022.146459300476,1423.5176182003681,6445.664077500844,3598.628841100108,7869.181695701212,2175.1112228997395
62,2010-000002968 Kinross Gold Corporation-f1-01592433_2-2-1,2010-02-18,FS,4409.24,5049.704209300476,1399.9359289912354,6449.640138291711,3649.7682803092403,7849.5760672829465,2249.832351318005
63,2010-000009151 LIBERTY MINES INC-f1-01542198_2-1-1,2010-02-26,,5952.474,4978.054059300475,1269.3525119138449,6247.40657121432,3708.7015473866304,7516.759083128165,2439.3490354727855
64,2010-000005801 Exeter Resource Corporation-f1-01563980_2-1-1,2010-03-12,MRE,5070.625999999999,4867.044709300475,1035.3622407341206,5902.406950034596,3831.682468566354,6937.769190768717,2796.3202278322337
65,2010-000002549 Ivanhoe Mines Ltd-f1-01559123_1-1-1,2010-03-30,OTHER,2204.62,4831.219634300475,1101.6620772481936,5932.881711548669,3729.5575570522815,7034.543788796862,2627.895479804088
66,2010-000008502 Entree Gold Inc-f1-01595887_2-1-1,2010-03-30,PFS,4409.24,4803.661884300475,1097.9883025309186,5901.6501868313935,3705.6735817695567,6999.638489362313,2607.685279238638
67,2010-000003181 Inmet Mining Corporation-f1-01555466_1-2-1,2010-03-31,FS,4629.702,4781.615684300476,1092.2485540237744,5873.8642383242495,3689.367130276701,6966.112792348024,2597.1185762529267
68,2010-000008895 Katanga Mining Limited-f1-01557968_1-1-1,2010-03-31,OTHER,6922.5068,4894.051304300476,1074.7899289695567,5968.841233270033,3819.261375330919,7043.63116223959,2744.4714463613623
69,2010-000018939 Carpathian Gold Inc-f1-01585312_1-1-1,2010-04-23,PEA,4960.395,4907.12183418613,1072.2724310990031,5979.394265285134,3834.849403087127,7051.666696384136,2762.576971988124
70,2011a-000026050 Josephine Mining Corp. ( Green Park Capital Corp.)-f1-01717587_1-1-1,2010-05-17,,4409.24,4850.904024186131,1036.4760248996608,5887.380049085792,3814.4279992864704,6923.856073985453,2777.9519743868095
71,2010-000002331 Orsu Metals Corporation-f1-01585902_3-1-1,2010-05-25,PEA,6613.86,4878.46177418613,1068.6464352745672,5947.108209460697,3809.8153389115632,7015.754644735265,2741.1689036369958
72,2010-000002178 Silver Standard Resources Inc-f1-01592513_3-1-1,2010-06-01,PEA,6503.629,4930.8214991861305,1096.024760479512,6026.846259665643,3834.7967387066183,7122.871020145154,2738.7719782271065
73,2010-000009542 Bravo Gold Corp-f1-01601622_2-1-1,2010-06-28,,7165.014999999999,4972.15812418613,1148.4166032763242,6120.574727462455,3823.7415209098062,7268.991330738779,2675.324917633482
74,2010-000027268 PCI-1 Capital Corp-f1-01660906_1-1-1,2010-07-01,,5511.549999999999,4930.8214991861305,1096.024760479512,6026.846259665643,3834.7967387066183,7122.871020145154,2738.7719782271065
75,2010-000003958 OPAWICA EXPLORATIONS INC-f1-01622819_1-1-1,2010-08-16,PEA,6283.167,4950.111924186131,1113.1642204951158,6063.2761446812465,3836.947703691015,7176.440365176362,2723.783483195899
76,2010-000004159 Far West Mining Ltd-f1-01625530_1-1-1,2010-08-26,MRE,4960.395,4908.775299186131,1080.0041323407133,5988.779431526844,3828.7711668454176,7068.783563867557,2748.767034504704
77,2010-000008329 Antares Minerals Inc. ( Planet Ventures Inc.)-f1-01632733_2-1-1,2010-09-02,PEA,4960.395,4894.996424186131,1075.6236243218057,5970.620048507936,3819.3727998643253,7046.243672829742,2743.7491755425194
78,2010-000022586 Donner Metals Ltd-f1-01646195_1-1-1,2010-09-21,,5511.549999999999,4922.554174186131,1076.979190470773,5999.533364656903,3845.574983715358,7076.512555127676,2768.595793244585
79,2010-000003851 Salazar Resources Limited-f1-01641644_1-2-1,2010-09-24,,7165.014999999999,4977.669674186131,1133.8743744594633,6111.544048645594,3843.7952997266675,7245.418423105057,2709.920925267204
80,2010-000025297 Sandstorm Resources Ltd-f1-01643054_3-1-1,2010-10-05,,6613.86,5058.917675952915,1131.7120949272787,6190.629770880193,3927.205581025636,7322.341865807472,2795.493486098357
81,2011a-000010750 Geologix Explorations Inc-f1-01696761_1-8-1,2010-10-08,PEA,6062.705,5099.829382225,1137.8169774719677,6237.646359696968,3962.012404753032,7375.463337168935,2824.1954272810644
82,2010-000029999 Ratel Gold Limited-f1-01665671_2-1-1,2010-10-12,MRE,3858.085,5086.050507225,1149.6698814343001,6235.7203886593,3936.3806257907,7385.3902700936,2786.7107443563996
83,2010-000005208 SOHO Resources Corp-f1-01651891_1-1-1,2010-10-29,PEA,6437.4904,5118.240715,1169.3605479030973,6287.601262903097,3948.8801670969024,7456.961810806195,2779.5196191938053
84,2011a-000024683 Ventana Gold Corp-f1-01648578_1-19-1,2010-11-08,,6613.86,5173.356215,1186.909862506367,6360.266077506367,3986.4463524936327,7547.175940012734,2799.5364899872657
85,2010-000013177 Candente Copper Corp-f1-01676988_1-1-1,2010-11-08,MRE,5511.549999999999,5233.983265,1138.529110620918,6372.512375620918,4095.454154379082,7511.041486241836,2956.925043758164
86,2010-000030584 EMED Mining Public Limited-f1-01647178_1-25-2,2010-11-17,PFS,5511.549999999999,5261.541015,1131.372635220805,6392.913650220805,4130.168379779195,7524.28628544161,2998.7957445583897
87,2010-000017006 Aquila Resources Inc-f1-01670111_1-1-1,2010-11-29,MRE,5511.549999999999,5300.121864999999,1112.2936780506045,6412.415543050603,4187.828186949395,7524.709221101208,3075.53450889879
