date,gold_price,gold_price_3y,gold_price_5y,gold_price_price_floor,silver_price,silver_price_3y,silver_price_5y,silver_price_price_floor,zinc_price,zinc_price_3y,zinc_price_5y,zinc_price_price_floor,copper_price,copper_price_3y,copper_price_5y,copper_price_price_floor,lead_price,lead_price_3y,lead_price_5y,lead_price_price_floor,cad_usd
2013-09-01,1335.75,1558.6041666666667,1349.2583333333334,1335.75,21.68,30.795833333333334,24.674666666666667,21.68,1846.88095238095,2052.405459691398,1939.2077251129028,1846.88095238095,7159.26904761905,8160.524979918642,7200.62140980498,7159.26904761905,2084.91904761905,2224.115255713578,2051.0349096525356,2051.0349096525356,1.0342
2013-10-01,1333.75,1558.5208333333333,1359.3458333333333,1333.75,22.2,30.74694444444445,24.889999999999997,22.2,1884.83695652174,2038.8297666847272,1948.9049352578304,1884.83695652174,7203.02173913043,8130.337753095546,7239.09025038469,7203.02173913043,2115.42826086957,2216.667495764187,2061.3876995076075,2061.3876995076075,1.0363
2013-11-01,1245.25,1554.9166666666667,1366.5416666666667,1245.25,19.93,30.546944444444446,25.0535,19.93,1866.41666666667,2027.249800354761,1960.522504702275,1866.41666666667,7070.65476190476,8091.788706077749,7294.781371416437,7070.65476190476,2089.55952380952,2209.0170027386944,2074.773274904433,2074.773274904433,1.0486
2013-12-01,1201.5,1549.1180555555557,1372.15,1201.5,19.5,30.237777777777783,25.198666666666668,19.5,1974.975,2018.573510672221,1974.890342003862,1974.890342003862,7214.9,8037.956563220605,7363.278117448182,7214.9,2136.7275,2201.3371449344613,2094.2492887933217,2094.2492887933217,1.0639
2014-01-01,1246.5,1546.701388888889,1377.6166666666666,1246.5,19.31,30.003333333333337,25.312,19.31,2036.93181818182,2009.1601583994936,1988.7971421481625,1988.7971421481625,7291.46590909091,7975.686171806465,7430.463263552079,7291.46590909091,2143.17045454545,2189.092574227391,2110.8870503373337,2110.8870503373337,1.094
2014-02-01,1327.75,1544.423611111111,1384.0166666666667,1327.75,21.27,29.66388888888889,25.44633333333333,21.27,2034.525,1996.9677972883826,2004.0725171481622,1996.9677972883826,7149.2125,7899.804921806465,7494.143263552078,7149.2125,2108.025,2175.549518671835,2127.693717004,2108.025,1.1054
2014-03-01,1294.0,1540.6180555555557,1390.275,1294.0,19.97,29.166666666666668,25.560666666666666,19.97,2007.90476190476,1987.7018667615823,2017.1506268162718,1987.7018667615823,6650.03571428571,7820.54595010184,7542.12927545684,6650.03571428571,2053.08333333333,2159.690118510805,2141.1363937716765,2053.08333333333,1.1107
2014-04-01,1292.0,1533.9791666666667,1396.9916666666666,1292.0,19.28,28.349444444444444,25.671499999999998,19.28,2027.2125,1978.1389423788667,2027.8018768162722,1978.1389423788667,6673.5625,7742.512963990729,7579.406567123507,6673.5625,2087.0875,2142.127348449076,2152.6893104383435,2087.0875,1.0992
2014-05-01,1254.0,1526.1180555555557,1401.6916666666666,1254.0,19.0,27.803611111111113,25.729499999999998,19.0,2058.975,1975.3438034899773,2037.242819798728,1975.3438034899773,6891.125,7685.8310195462855,7617.734308351577,6891.125,2097.325,2133.174223449076,2163.533323596238,2097.325,1.0894
2014-06-01,1313.0,1520.701388888889,1407.8916666666667,1313.0,20.87,27.410555555555558,25.845000000000002,20.87,2128.09523809524,1972.3890626289863,2046.76486164577,1972.3890626289863,6821.14285714286,7623.450202446718,7647.829492334261,6821.14285714286,2106.94047619048,2121.5617745553773,2170.8637709266854,2106.94047619048,1.083
