,report_id,effective_date,report_type,cad_rate,reported_CAD_RATE_rolling_40_mean,reported_CAD_RATE_rolling_40_std,reported_CAD_RATE_upper_1STD,reported_CAD_RATE_lower_1STD,reported_CAD_RATE_upper_2STD,reported_CAD_RATE_lower_2STD
302,2017-000008485 Rogue Resources Inc-f1-02648225_1-1-1,2017-05-23,PEA,1.3158,1.276365,0.07098896826539028,1.3473539682653903,1.2053760317346096,1.4183429365307805,1.1343870634692195
303,2017-000008263 ENCANTO POTASH CORP-f1-02653513_1-1-1,2017-05-24,,1.32,1.278165,0.07116390452815445,1.3493289045281545,1.2070010954718455,1.420492809056309,1.135837190943691
304,2017-000008335 Gensource Potash Corporation-f1-02649804_2-1-1,2017-05-31,,1.346,1.286815,0.05587088389015023,1.3426858838901503,1.2309441161098498,1.3985567677803006,1.1750732322196995
305,2019-000039579 BMC Minerals (No.1) Ltd-f1-02899896_1-1-1,2017-05-31,PFS,1.3333,1.2907350000000002,0.05337757884240262,1.3441125788424029,1.2373574211575975,1.3974901576848053,1.183979842315195
306,2019-000039579 BMC Minerals (No.1) Ltd-f1-02904658_4-1-1,2017-05-31,PFS,1.2658,1.29113,0.053126275308976005,1.3442562753089762,1.238003724691024,1.397382550617952,1.1848774493820482
307,2017-000037111 Desert Star Resources Ltd-f1-02654496_1-1-1,2017-06-15,PFS,1.33,1.2931300000000001,0.053043969182807696,1.3461739691828079,1.2400860308171924,1.3992179383656156,1.1870420616343846
308,2017-000029214 IDM Mining Ltd. (Formerly Revolution Resources Corp.)-f1-02659565_2-1-1,2017-06-26,,1.3158,1.29729,0.047742964577690956,1.345032964577691,1.249547035422309,1.392775929155382,1.201804070844618
309,2017-000025296 Trek Mining Inc. ( JDL Gold Corp.)-f1-02659560_1-1-1,2017-07-10,FS,1.3671,1.2999399999999999,0.048616515079358845,1.3485565150793588,1.251323484920641,1.3971730301587175,1.2027069698412822
310,2017-000037372 AuRico Metals Inc-f1-02649947_1-1-1,2017-07-14,,1.3333,1.3032724999999998,0.046093472408985814,1.3493659724089857,1.257179027591014,1.3954594448179716,1.211085555182028
311,2017-000032993 NexGen Energy Ltd-f1-02654239_2-2-1,2017-07-31,,1.25,1.3011899999999998,0.04658121003371548,1.3477712100337154,1.2546087899662843,1.3943524200674309,1.2080275799325688
312,2017-000043356 Titan Mining Corporation-f1-02662712_1-2-1,2017-08-17,,1.2821,1.2999100000000001,0.046379260395911684,1.3462892603959118,1.2535307396040885,1.3926685207918235,1.2071514792081768
313,2017-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-02687669_1-1-1,2017-10-05,,1.2821,1.3007125,0.04576719902299292,1.3464796990229928,1.254945300977007,1.3922468980459857,1.2091781019540142
314,2017-000024726 Critical Elements Corporation-f1-02684870_1-1-1,2017-10-20,FS,1.3333,1.299295,0.04376514800028861,1.3430601480002886,1.2555298519997116,1.3868252960005774,1.2117647039994228
315,2017-000032328 NorthIsle Copper and Gold Inc-f1-02686281_2-1-1,2017-10-24,PEA,1.3,1.3016750000000001,0.040995545411541136,1.3426705454115413,1.260679454588459,1.3836660908230825,1.2196839091769178
316,2018-000002881 Minnova Corp-f1-02767575_1-1-1,2017-10-31,FS,1.25,1.2991750000000002,0.04102211879912126,1.3401971187991215,1.2581528812008789,1.3812192375982426,1.2171307624017578
317,2018-000027813 Nemaska Lithium Inc-f1-02732187_1-1-1,2017-11-07,FS,1.3,1.2983425,0.04064801939540496,1.3389905193954048,1.257694480604595,1.3796385387908099,1.21704646120919
318,2018-000037377 Alamos Gold Inc-f1-02721540_1-1-1,2017-12-01,FS,1.3333,1.2996225000000001,0.04092860254651072,1.3405511025465109,1.2586938974534894,1.3814797050930216,1.2177652949069786
319,2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017-12-06,,1.25,1.3021225,0.034027277802013076,1.336149777802013,1.268095222197987,1.3701770556040263,1.234067944395974
320,2018-000044644 Tacora Resources Inc-f1-02725992_1-1-1,2017-12-22,FS,1.2886,1.3005875,0.03318662216956748,1.3337741221695676,1.2674008778304324,1.366960744339135,1.234214255660865
321,2018-000007625 Anaconda Mining Inc-f1-02737080_2-1-1,2018-01-17,PEA,1.34,1.3028375,0.0327165267379479,1.335554026737948,1.2701209732620522,1.3682705534758959,1.2374044465241043
322,2018-000008434 FRONTIER LITHIUM INC-f1-02757384_1-1-1,2018-03-02,PFS,1.25,1.3020875,0.033585796658401224,1.3356732966584013,1.2685017033415988,1.3692590933168025,1.2349159066831976
323,2018-000005247 Deep-South Resources Inc-f1-02736873_2-1-1,2018-03-02,PEA,1.25,1.3005875,0.03454937891385777,1.3351368789138578,1.2660381210861422,1.3696862578277156,1.2314887421722844
324,2018-000004884 Nevsun Resources Ltd-f1-02771114_1-1-1,2018-03-08,,1.29,1.3008374999999999,0.03443257020650111,1.335270070206501,1.2664049297934987,1.3697026404130022,1.2319723595869976
325,2018-000031738 Algold Resources Ltd-f1-02793543_2-1-1,2018-03-09,PEA,1.2775,1.3007225,0.03450436232175225,1.3352268623217523,1.2662181376782478,1.3697312246435045,1.2317137753564955
326,2018-000034271 Canadian Metals Inc-f1-02782390_2-1-1,2018-03-22,PFS,1.33,1.3014725,0.03481292117546613,1.3362854211754662,1.2666595788245338,1.3710983423509322,1.2318466576490679
327,2018-000000171 Harte Gold Corp-f1-02783582_2-1-1,2018-03-31,,1.25,1.2989375,0.034775932493165684,1.3337134324931657,1.2641615675068345,1.3684893649863314,1.2293856350136687
328,2018-000000523 Star Diamond Corporation-f1-02780481_1-1-1,2018-04-16,PEA,1.25,1.296855,0.03515747686463242,1.3320124768646324,1.2616975231353678,1.367169953729265,1.2265400462707352
329,2020-000008434 FRONTIER LITHIUM INC-f1-03031838_1-1-1,2018-04-16,PFS,1.25,1.294855,0.03549744627867863,1.3303524462786787,1.2593575537213215,1.3658498925573574,1.2238601074426427
330,2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018-05-14,PEA,1.2987,1.2960725,0.03474677618324021,1.3308192761832403,1.2613257238167597,1.3655660523664803,1.2265789476335196
331,2018-000030782 Marathon Gold Corporation-f1-02777286_2-1-1,2018-05-28,PEA,1.2658,1.29525,0.03507086598625167,1.3303208659862518,1.2601791340137483,1.3653917319725033,1.2251082680274967
332,2018-000023055 Rockhaven Resources Ltd-f1-02802389_1-1-1,2018-06-05,PEA,1.33,1.29725,0.03470338046047676,1.3319533804604768,1.2625466195395232,1.3666567609209535,1.2278432390790466
333,2018-000024140 Highland Copper Company Inc-f1-02801230_1-1-1,2018-06-14,,1.2821,1.2976575000000001,0.03441915006251063,1.3320766500625107,1.2632383499374895,1.3664958001250214,1.228819199874979
334,2018-000004884 Nevsun Resources Ltd-f1-02803204_2-1-1,2018-06-19,,1.29,1.2964075000000002,0.03374325678124612,1.3301507567812463,1.262664243218754,1.3638940135624924,1.228920986437508
335,2018-000034095 Nouveau Monde Graphite Inc. (auparavant Nouveau Monde Mining Enterprises Inc.)-f1-02855650_2-1-1,2018-07-10,FS,1.307,1.2963325,0.03371559319304584,1.3300480931930458,1.2626169068069544,1.3637636863860918,1.2289013136139084
336,2018-000033780 Osisko Mining Inc. ( Oban Mining Corporation)-f1-02801521_3-1-1,2018-07-12,,1.28,1.2962799999999999,0.03373994969065884,1.3300199496906586,1.2625400503093411,1.3637598993813176,1.2288001006186822
337,2018-000007482 Avalon Advanced Materials Inc-f1-02820730_1-1-1,2018-07-24,PEA,1.3,1.29753,0.03289707492257516,1.3304270749225753,1.2646329250774249,1.3633241498451505,1.2317358501548497
338,2018-000027103 Lithium Americas Corp-f1-02802223_2-1-1,2018-08-01,PFS,1.3029,1.2972075,0.03277638602361791,1.329983886023618,1.2644311139763822,1.3627602720472358,1.2316547279527643
339,2018-000007482 Avalon Advanced Materials Inc-f1-02826804_2-1-1,2018-08-21,PEA,1.3,1.2963749999999998,0.03225490421864295,1.3286299042186427,1.264120095781357,1.3608848084372858,1.231865191562714
340,2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018-08-30,FS,1.33,1.2971575,0.03268949401919146,1.3298469940191915,1.2644680059808084,1.3625364880383828,1.2317785119616171
341,2018-000009025 IAMGOLD Corporation-f1-02832861_5-1-1,2018-08-30,FS,1.25,1.2955124999999998,0.03337570271996181,1.3288882027199616,1.2621367972800381,1.3622639054399235,1.2287610945600762
342,2018-000016084 Velocity Minerals Ltd-f1-02822887_2-2-1,2018-09-10,PEA,1.3333,1.29595,0.03376093175284854,1.3297109317528484,1.2621890682471515,1.363471863505697,1.2284281364943028
343,2018-000005206 Alderon Iron Ore Corp-f1-02825375_1-2-1,2018-09-26,FS,1.2987,1.2954175,0.03353912286897939,1.3289566228689795,1.2618783771310207,1.362495745737959,1.2283392542620413
344,2018-000008403 Desert Lion Energy Inc-f1-02846696_1-1-1,2018-10-01,PEA,1.38,1.2962675,0.03524156482089898,1.331509064820899,1.2610259351791009,1.366750629641798,1.2257843703582019
345,2018-000026264 Ascendant Resources Inc-f1-02854966_2-1-1,2018-10-22,,1.3,1.295435,0.03473398948639515,1.330168989486395,1.2607010105136047,1.3649029789727902,1.2259670210272096
346,2018-000031788 Horizonte Minerals PLC-f1-02855919_3-1-1,2018-11-01,FS,1.25,1.29504,0.03516678794486295,1.330206787944863,1.259873212055137,1.3653735758897259,1.224706424110274
347,2018-000009025 IAMGOLD Corporation-f1-02846935_7-1-1,2018-11-01,FS,1.3,1.29429,0.0347191353431266,1.3290091353431266,1.2595708646568733,1.3637282706862532,1.2248517293137466
348,2018-000029072 Colonial Coal International Corp-f1-02859799_3-1-1,2018-11-12,,1.3,1.2938949999999998,0.03455764377948426,1.3284526437794841,1.2593373562205155,1.3630102875589682,1.2247797124410313
349,2019-000031511 International Lithium Corp-f1-02865871_1-1-1,2018-11-14,,1.3,1.2922175,0.0324790811375329,1.3246965811375329,1.2597384188624672,1.357175662275066,1.2272593377249341
350,2018-000002899 NGEx Resources Inc-f1-02858390_2-1-1,2018-11-20,PFS,1.3,1.291385,0.03181912463138602,1.323204124631386,1.259565875368614,1.355023249262772,1.227746750737228
351,2018-000031351 Monarques Gold Corporation ( know as MONARQUES RESOURCES INC.)-f1-02853662_4-1-1,2018-12-01,,1.3158,1.2930300000000001,0.031321715249229734,1.32435171524923,1.2617082847507703,1.3556734304984597,1.2303865695015406
352,2018-000031521 Mason Graphite Inc-f1-02856062_1-1-1,2018-12-05,FS,1.3099,1.293725,0.03138134142677101,1.325106341426771,1.262343658573229,1.356487682853542,1.230962317146458
353,2019-000039553 Filo Mining Corp-f1-02877026_1-1-1,2019-01-13,PFS,1.3,1.2941725,0.03133891647612311,1.325511416476123,1.2628335835238769,1.356850332952246,1.2314946670477538
354,2019-000007910 ABCOURT MINES INC-f1-02872804_2-1-1,2019-01-15,FS,1.25,1.29209,0.03143970868267176,1.3235297086826718,1.260650291317328,1.3549694173653435,1.2292105826346564
355,2019-000016221 Bluestone Resources Inc-f1-02873902_1-1-1,2019-01-29,,1.28,1.2915899999999998,0.03146970704564066,1.3230597070456405,1.2601202929543591,1.3545294140912811,1.2286505859087185
356,2019-000043028 Euro Manganese Inc-f1-02886256_2-1-1,2019-01-29,PEA,1.31,1.2930899999999999,0.030860544887756206,1.323950544887756,1.2622294551122437,1.3548110897755123,1.2313689102244874
357,2019-000023296 Pure Gold Mining Inc-f1-02888277_1-1-1,2019-02-05,,1.3333,1.2939225,0.03149437465033034,1.3254168746503305,1.2624281253496696,1.3569112493006608,1.2309337506993394
358,2019-000037742 SilverCrest Metals Inc-f1-02917144_2-2-1,2019-02-08,,1.3333,1.2939225,0.03149437465033034,1.3254168746503305,1.2624281253496696,1.3569112493006608,1.2309337506993394
359,2019-000000171 Harte Gold Corp-f1-02911334_1-1-1,2019-02-14,,1.2987,1.29514,0.030683778392014284,1.3258237783920142,1.2644562216079858,1.3565075567840286,1.2337724432159713
360,2019-000000187 Canarc Resource Corp-f1-02903000_1-1-1,2019-02-28,,1.3,1.295425,0.030674417220134084,1.3260994172201341,1.264750582779866,1.3567738344402682,1.2340761655597319
361,2019-000034463 Fission Uranium Corp-f1-02926146_1-1-1,2019-04-15,PFS,1.3333,1.2952575,0.03044218469450484,1.3256996846945048,1.264815315305495,1.3561418693890097,1.2343731306109902
362,2020-000024599 Sama Resources Inc-f1-_1-Ressources Sama Inc__-03067250 -1-,2019-05-22,PEA,1.3298,1.2972525,0.030011997494164413,1.3272644974941643,1.2672405025058355,1.3572764949883287,1.2372285050116711
363,2019-000024867 Canadian Premium Sand Inc-f1-02929984_1-1-1,2019-05-28,PFS,1.3333,1.299335,0.029535389897718384,1.3288703898977183,1.2697996101022815,1.3584057797954368,1.240264220204563
364,2019-000027813 Nemaska Lithium Inc-f1-02949951_1-1-1,2019-05-31,OTHER,1.3,1.299585,0.029496645180817866,1.3290816451808178,1.2700883548191821,1.3585782903616357,1.2405917096383643
365,2019-000008697 SRG Mining Inc-f1-02952958_1-1-1,2019-06-18,FS,1.3198,1.3006425,0.02944277271903251,1.3300852727190324,1.2711997272809674,1.359528045438065,1.241756954561935
366,2019-000012543 Standard Lithium Ltd-f1-02946539_2-1-1,2019-08-01,,1.3,1.2998925,0.029055317598835843,1.3289478175988358,1.270837182401164,1.3580031351976716,1.2417818648023282
367,2019-000023397 Lydian International Limited-f1-02975570_1-1-1,2019-09-16,FS,1.33,1.3018925,0.028275860752274933,1.3301683607522747,1.273616639247725,1.3584442215045498,1.24534077849545
368,2019-000024140 Highland Copper Company Inc-f1-02983645_1-1-1,2019-09-22,,1.2821,1.302695,0.02720039545338457,1.3298953954533845,1.2754946045466153,1.3570957909067691,1.2482942090932307
369,2019-000009365 Rubicon Minerals Corporation-f1-02969144_2-1-1,2019-09-23,,1.2987,1.3039125,0.025837015659807155,1.3297495156598071,1.278075484340193,1.3555865313196143,1.2522384686803858
370,2019-000002563 SEMAFO INC-f1-02986356_1-1-1,2019-09-30,PEA,1.3298,1.3046900000000001,0.02614227149607224,1.3308322714960723,1.278547728503928,1.3569745429921447,1.2524054570078555
371,2019-000020308 Erdene Resource Development Corporation-f1-02997666_2-1-1,2019-10-15,PFS,1.32,1.3060450000000001,0.025470867723030075,1.33151586772303,1.2805741322769701,1.3569867354460603,1.25510326455394
372,2019-000031788 Horizonte Minerals PLC-f1-02984697_2-1-1,2019-10-31,PFS,1.34,1.306295,0.02575945880543127,1.3320544588054313,1.2805355411945687,1.3578139176108626,1.2547760823891374
373,2020-000009025 IAMGOLD Corporation-f1-03016840_2-1-1,2019-11-06,FS,1.25,1.3054925,0.027002567660435614,1.3324950676604355,1.2784899323395644,1.3594976353208712,1.2514873646791287
374,2019-000006065 Victoria Gold Corp-f1-02998460_1-1-1,2019-12-04,FS,1.3333,1.306575,0.027232510265941475,1.3338075102659415,1.2793424897340586,1.3610400205318829,1.2521099794681172
375,2020-000009025 IAMGOLD Corporation-f1-03017893_3-1-1,2019-12-31,FS,1.2987,1.3063675,0.027260795438664488,1.3336282954386645,1.2791067045613354,1.3608890908773288,1.251845909122671
376,"2020-000043521 Nexa Resources S.A. (, VM Holding S.A.)-f1-03026212_1-1-1",2019-12-31,,1.2,1.3043675000000001,0.031801341589987535,1.3361688415899877,1.2725661584100125,1.367970183179975,1.2407648168200252
377,2020-000003212 Taseko Mines Limited-f1-03007907_1-2-1,2019-12-31,PFS,1.25,1.3031175,0.03293970316915121,1.336057203169151,1.2701777968308487,1.3689969063383023,1.2372380936616976
378,2020-000047809 Jervois Mining Limited-f1-03135491_1-1-1,2020-01-20,,1.3339,1.3038925,0.03329719621290988,1.3371896962129097,1.27059530378709,1.3704868924258196,1.2372981075741802
379,2020-000025074 Vanadium One Iron Corp-f1-03042911_1-1-1,2020-02-27,PEA,1.3158,1.3042875,0.03334352039848368,1.3376310203984838,1.2709439796015163,1.3709745407969673,1.2376004592030327
380,2020-000005837 KORE Mining Ltd-f1-03060233_1-1-1,2020-04-06,PEA,1.33,1.3042875,0.03334352039848368,1.3376310203984838,1.2709439796015163,1.3709745407969673,1.2376004592030327
381,2020-000004132 Ascot Resources Ltd-f1-03061954_2-1-1,2020-05-22,,1.3158,1.3059325000000002,0.03220009067912049,1.3381325906791206,1.2737324093208797,1.370332681358241,1.2415323186417593
382,2020-000021551 ScoZinc Mining Ltd-f1-03088581_2-1-1,2020-07-06,PFS,1.41,1.30785,0.035938330369447886,1.3437883303694478,1.2719116696305521,1.3797266607388958,1.235973339261104
383,2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020-07-10,PEA,1.25,1.3066324999999999,0.03706355862845768,1.3436960586284576,1.269568941371542,1.3807596172569152,1.2325053827430845
384,2020-000046596 Blue Lagoon Resources Inc-f1-03083518_1-1-1,2020-07-13,,1.4085,1.3073450000000002,0.038745877861806714,1.3460908778618068,1.2685991221381936,1.3848367557236136,1.2298532442763868
385,2020-000030562 Teranga Gold Corporation-f1-03100145_1-1-1,2020-07-26,PFS,1.4085,1.3100574999999999,0.04188891223162414,1.351946412231624,1.2681685877683757,1.3938353244632482,1.2262796755367515
386,2020-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-03119913_1-1-1,2020-08-20,FS,1.32,1.3118075,0.04076260470465159,1.3525701047046517,1.2710448952953484,1.393332709409303,1.230282290590697
387,2020-000016084 Velocity Minerals Ltd-f1-03108368_1-2-1,2020-08-30,PFS,1.3333,1.31264,0.04085521527766812,1.3534952152776683,1.2717847847223318,1.3943504305553363,1.2309295694446638
388,2020-000005620 Troilus Gold Corp-f1-03122905_2-1-1,2020-08-31,PEA,1.25,1.31139,0.04200070084885327,1.3533907008488533,1.2693892991511468,1.3953914016977067,1.2273885983022934
389,2020-000002899 Josemaria Resources Inc-f1-03131257_1-1-1,2020-09-28,FS,1.31,1.3116400000000001,0.041960908547764283,1.3536009085477645,1.2696790914522358,1.3955618170955286,1.2277181829044717
390,2020-000037125 Paramount Gold Nevada Corp-f1-03128464_1-1-1,2020-10-01,,1.3333,1.3124725000000002,0.04205428108638048,1.3545267810863806,1.2704182189136197,1.396581062172761,1.2283639378272393
391,2020-000005466 Niobay Metals Inc. ( MDN INC.)-f1-03143344_2-1-1,2020-10-13,PEA,1.3,1.3120775,0.042096406372601106,1.354173906372601,1.269981093627399,1.3962703127452023,1.2278846872547977
392,2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2020-10-15,,1.246,1.31048,0.043374222523143525,1.3538542225231436,1.2671057774768566,1.397228445046287,1.223731554953713
393,"2020-000011551 Sandfire Resources America Inc. (, Tintina Resources Inc.)-f1-03149838_1-1-1",2020-10-19,,1.34,1.31148,0.043586990531461735,1.3550669905314616,1.2678930094685383,1.3986539810629235,1.2243060189370765
394,2020-000008288 Denison Mines Corp-f1-03156782_1-1-1,2020-10-30,,1.33,1.31348,0.04251588059259849,1.3559958805925985,1.2709641194074015,1.398511761185197,1.228448238814803
395,2020-000011471 E3 Metals Corp-f1-03153845_1-2-1,2020-11-16,,1.35,1.3152300000000001,0.04254310152280247,1.3577731015228025,1.2726868984771977,1.4003162030456051,1.2301437969543951
396,2021-000000760 O3 Mining Inc-f1-03165344_1-1-1,2020-11-25,PEA,1.3333,1.3158125,0.04262908112653025,1.3584415811265302,1.2731834188734699,1.4010706622530607,1.2305543377469395
397,2020-000009365 Battle North Gold Corporation-f1-03147674_2-1-1,2020-12-01,,1.3158,1.315375,0.04253470227280177,1.3579097022728017,1.2728402977271982,1.4004444045456035,1.2303055954543964
398,2021-000031923 Rokmaster Resources Corp-f1-03163135_1-1-1,2020-12-08,,1.2987,1.3145099999999998,0.04251263944782191,1.3570226394478218,1.271997360552178,1.3995352788956437,1.229484721104356
399,2021-000025889 Labrador Iron Mines Holdings Limited-f1-03198968_1-2-1,2020-12-31,PEA,1.33,1.3152925,0.0425022315402077,1.3577947315402077,1.2727902684597923,1.4002969630804154,1.2302880369195845
400,2021-000037742 SilverCrest Metals Inc-f1-03169049_1-1-1,2021-01-04,,1.325,1.3159175,0.04245537559210443,1.3583728755921045,1.2734621244078956,1.400828251184209,1.2310067488157912
401,2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021-01-12,,1.2987,1.3150525,0.04244461240010164,1.3574971124001016,1.2726078875998983,1.3999417248002033,1.2301632751997966
402,2021-000022404 First Mining Gold Corp-f1-03182996_1-1-1,2021-01-20,PFS,1.3333,1.31514,0.04247938745997109,1.3576193874599711,1.2726606125400288,1.400098774919942,1.230181225080058
403,2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021-01-21,PEA,1.3333,1.31514,0.04247938745997109,1.3576193874599711,1.2726606125400288,1.400098774919942,1.230181225080058
404,2021-000032993 NexGen Energy Ltd-f1-03176807_1-1-1,2021-02-22,,1.3333,1.3159725,0.04250136641845633,1.3584738664184564,1.2734711335815436,1.4009752328369127,1.2309697671630873
405,2021-000008335 Gensource Potash Corporation-f1-03190555_1-2-1,2021-02-26,,1.3,1.3154774999999999,0.042570891026856635,1.3580483910268566,1.2729066089731431,1.400619282053713,1.2303357179462866
406,2021-000000171 Harte Gold Corp-f1-03183790_1-1-1,2021-03-01,,1.3158,1.3158725,0.04249683540254215,1.3583693354025421,1.2733756645974579,1.4008661708050842,1.2308788291949158
407,2021-000005733 Sabina Gold & Silver Corp-f1-03183313_1-1-1,2021-03-03,FS,1.31,1.3153725,0.04244397808454122,1.3578164780845412,1.272928521915459,1.4002604561690826,1.2304845438309175
408,2021-000050209 1246778 B.C. LTD-f1-03239369_1-1-1,2021-03-31,PEA,1.3158,1.3162150000000001,0.04209966532542522,1.3583146653254254,1.2741153346745748,1.4004143306508505,1.2320156693491497
409,2021-000005999 Roxgold Inc-f1-03229132_2-1-1,2021-03-31,FS,1.2583,1.315205,0.04300550322566052,1.3582105032256604,1.2721994967743395,1.401216006451321,1.2291939935486789
410,2021-000030782 Marathon Gold Corporation-f1-03208886_1-1-1,2021-04-23,FS,1.33,1.31521,0.04300725520188413,1.358217255201884,1.272202744798116,1.4012245104037682,1.2291954895962318
411,2021-000008849 Spanish Mountain Gold Ltd-f1-03234471_1-1-1,2021-05-10,PFS,1.3106,1.314975,0.04300609229352236,1.3579810922935223,1.2719689077064777,1.4009871845870447,1.2289628154129553
412,2022-000026953 Bonterra Resources Inc-f1-03414517_1-1-1,2021-06-01,PEA,1.33,1.3147250000000001,0.04288578600218993,1.35761078600219,1.2718392139978103,1.40049657200438,1.2289534279956202
413,2021-000031410 Leading Edge Materials Corp-f1-03252789_1-1-1,2021-06-09,PEA,1.2775,1.3154125,0.04203353476537257,1.3574460347653727,1.2733789652346275,1.3994795695307451,1.231345430469255
414,2021-000036937 Probe Metals Inc-f1-03289738_2-1-1,2021-09-07,PEA,1.3333,1.3154125,0.04203353476537257,1.3574460347653727,1.2733789652346275,1.3994795695307451,1.231345430469255
415,2021-000003151 Northern Dynasty Minerals Ltd-f1-03277351_2-2-1,2021-09-09,PEA,1.3333,1.3162775,0.04203680614072399,1.358314306140724,1.274240693859276,1.400351112281448,1.232203887718552
416,2021-000008322 Lomiko Metals Inc-f1-03278476_2-1-1,2021-09-10,PEA,1.33,1.3195275,0.037608639129586674,1.3571361391295866,1.2819188608704133,1.3947447782591733,1.2443102217408266
417,2021-000020511 COPPER FOX METALS INC-f1-03296960_3-1-1,2021-09-10,PEA,1.3,1.3207775000000002,0.036036566098254105,1.3568140660982542,1.2847409339017462,1.3928506321965084,1.248704367803492
418,2021-000026107 Mexican Gold Mining Corp-f1-03280410_1-1-1,2021-09-18,,1.3158,1.320325,0.03598116138146412,1.3563061613814642,1.2843438386185357,1.3922873227629282,1.2483626772370717
419,2021-000045902 NorZinc Ltd-f1-03299714_1-1-1,2021-10-15,,1.25,1.31868,0.03765838483947418,1.3563383848394743,1.2810216151605258,1.3939967696789484,1.2433632303210518
420,2021-000043280 Steppe Gold Ltd-f1-03313510_2-1-1,2021-10-27,FS,1.3,1.31793,0.03772583417371382,1.355655834173714,1.2802041658262862,1.3933816683474276,1.2424783316525725
421,2022-000042886 Defense Metals Corp-f1-03324683_1-1-1,2021-11-07,PEA,1.3,1.317535,0.03783127555682467,1.3553662755568245,1.2797037244431753,1.3931975511136492,1.2418724488863506
422,2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021-11-08,FS,1.3158,1.3151800000000002,0.03473282789139581,1.349912827891396,1.2804471721086044,1.384645655782792,1.2457143442172085
423,2021-000010721 Global Atomic Corporation-f1-03323043_1-1-1,2021-11-15,,1.28,1.31593,0.03359452946919186,1.349524529469192,1.282335470530808,1.3831190589383837,1.2487409410616164
424,2021-000012543 Standard Lithium Ltd-f1-03307901_1-1-1,2021-11-20,,1.2436,1.3118075,0.03202472112010505,1.343832221120105,1.279782778879895,1.37585694224021,1.24775805775979
425,2021-000042546 Western Resources Corp-f1-03322515_1-1-1,2021-11-30,,1.27,1.308345,0.02860724267267509,1.3369522426726752,1.279737757327325,1.3655594853453503,1.2511305146546499
426,"2022-000005465 Clean Air Metals Inc. (, Regency Gold Corp.)-f1-03325993_1-1-1",2021-12-01,,1.3,1.307845,0.02857307276404616,1.336418072764046,1.2792719272359538,1.3649911455280923,1.2506988544719075
427,2022-000047725 G Mining Ventures Corp-f1-03336754_1-1-1,2021-12-10,FS,1.3,1.3070125000000001,0.028296173407144097,1.3353086734071442,1.278716326592856,1.3636048468142883,1.250420153185712
428,2022-000026913 AYA GOLD & SILVER INC-f1-03363083_2-1-1,2021-12-13,FS,1.3175,1.3087,0.026781126151614827,1.3354811261516149,1.281918873848385,1.3622622523032297,1.2551377476967702
429,2022-000027890 Loncor Gold Inc-f1-03333595_1-1-1,2021-12-15,PEA,1.3514,1.309735,0.027619516975296795,1.337354516975297,1.2821154830247032,1.3649740339505936,1.2544959660494066
430,2022-000024814 Search Minerals Inc-f1-03411420_2-1-1,2021-12-31,PEA,1.25,1.3076525,0.028907527078511255,1.3365600270785114,1.2787449729214888,1.3654675541570227,1.2498374458429775
431,2022-000005617 Galleon Gold Corp-f1-03341096_1-1-1,2022-01-10,,1.3158,1.3080475,0.028908227801360886,1.3369557278013608,1.2791392721986392,1.365863955602722,1.2502310443972782
432,"2022-000029882 Allkem Limited,  Orocobre Limited-f1-03325748_1-1-1",2022-01-11,FS,1.33,1.3101474999999998,0.027291099211168388,1.3374385992111681,1.2828564007888315,1.3647296984223365,1.255565301577663
433,2022-000003818 Sabre Gold Mines Corp. ( Arizona Gold Corp.)-f1-03332175_1-1-1,2022-01-18,PEA,1.2821,1.3087,0.0272024885739407,1.3359024885739408,1.2814975114260592,1.3631049771478814,1.2542950228521186
434,2022-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-03358989_1-1-1,2022-01-26,,1.22,1.3059500000000002,0.030369747092485456,1.3363197470924857,1.2755802529075146,1.366689494184971,1.2452105058150293
435,2022-000031900 Magna Mining Inc-f1-03352191_1-1-1,2022-01-31,FS,1.2987,1.3046675,0.02953351323236273,1.3342010132323627,1.2751339867676375,1.3637345264647256,1.2456004735352746
436,2022-000031522 Rockcliff Metals Corporation-f1-03340402_1-1-1,2022-02-01,,1.25,1.302585,0.030387307994942218,1.3329723079949423,1.272197692005058,1.3633596159898846,1.2418103840101156
437,2022-000016221 Bluestone Resources Inc-f1-03365225_1-1-1,2022-02-22,FS,1.32,1.30269,0.030441350082934672,1.3331313500829345,1.2722486499170653,1.3635727001658693,1.2418072998341305
438,2022-000008072 Spruce Ridge Resources Ltd-f1-03366701_1-1-1,2022-03-09,PEA,1.2987,1.30269,0.030441350082934672,1.3331313500829345,1.2722486499170653,1.3635727001658693,1.2418072998341305
