,report_id,effective_date,report_type,cad_rate,reported_CAD_RATE_rolling_40_mean,reported_CAD_RATE_rolling_40_std,reported_CAD_RATE_upper_1STD,reported_CAD_RATE_lower_1STD,reported_CAD_RATE_upper_2STD,reported_CAD_RATE_lower_2STD
72,2010-000022586 Donner Metals Ltd-f1-01646195_1-1-1,2010-09-21,,1.04,1.1115724999999999,0.06617322251640083,1.1777457225164008,1.045399277483599,1.2439189450328014,0.9792260549671982
73,2010-000026016 Quest Rare Minerals Ltd-f1-01638664_1-1-1,2010-09-24,PEA,1.042,1.109845,0.06708159191878905,1.176926591918789,1.042763408081211,1.244008183837578,0.9756818161624219
74,2010-000030716 Royal Nickel Corporation-f1-01661095_1-1-1,2010-09-30,PEA,1.1111,1.1063725,0.06311842344518043,1.1694909234451805,1.0432540765548195,1.232609346890361,0.9801356531096391
75,2010-000025297 Sandstorm Resources Ltd-f1-01643054_3-1-1,2010-10-05,,1.05,1.1026225,0.0618564777508675,1.1644789777508675,1.0407660222491326,1.2263354555017352,0.9789095444982651
76,2010-000027349 Fire River Gold Corp-f1-01647297_1-1-1,2010-10-08,,1.033,1.1034475,0.06066119017617211,1.164108690176172,1.042786309823828,1.2247698803523441,0.9821251196476557
77,2011a-000010750 Geologix Explorations Inc-f1-01696761_1-8-1,2010-10-08,PEA,1.1,1.0999475,0.056474800314058646,1.1564223003140588,1.0434726996859414,1.2128971006281173,0.9869978993718828
78,2010-000005311 Mountain Province Diamonds Inc-f1-01672665_1-1-1,2010-12-01,FS,1.0753,1.0987399999999998,0.05647247026149889,1.1552124702614988,1.042267529738501,1.2116849405229977,0.9857950594770021
79,2010-000002929 Breakwater Resources Ltd-f1-01673123_2-1-1,2010-12-03,,1.12,1.09834,0.05625804466690581,1.154598044666906,1.0420819553330942,1.2108560893338116,0.9858239106661885
80,2011a-000017484 Almaden Minerals Ltd-f1-01690925_1-1-1,2010-12-10,PEA,1.0526,1.0952425,0.055246096915157306,1.1504885969151573,1.0399964030848425,1.2057346938303146,0.9847503061696853
81,2011a-000005689 Capstone Mining Corp-f1-01723434_2-1-1,2010-12-15,PFS,1.16,1.09483,0.05468254866230274,1.1495125486623028,1.0401474513376971,1.2041950973246054,0.9854649026753945
82,2011a-000024083 Avanti Mining Inc-f1-01692252_1-1-1,2010-12-15,FS,1.087,1.092935,0.05356874591085287,1.146503745910853,1.039366254089147,1.2000724918217058,0.9857975081782943
83,2011a-000007891 Canada Lithium Corp-f1-01684820_1-1-1,2011-01-05,FS,1.1,1.0899475,0.049507580292418196,1.1394550802924184,1.0404399197075818,1.1889626605848365,0.9909323394151637
84,2011a-000001108 Wesdome Gold Mines Ltd-f1-01686400_1-1-1,2011-01-12,PFS,1.06,1.0851975,0.04235580962482405,1.127553309624824,1.042841690375176,1.169909119249648,1.000485880750352
85,2011a-000008626 Baffinland Iron Mines Corporation-f1-01703743_1-1-1,2011-01-13,FS,1.07,1.0841699999999999,0.04220960031763316,1.126379600317633,1.0419603996823668,1.1685892006352663,0.9997507993647335
86,2011a-000005795 Bard Ventures Ltd-f1-01704876_1-1-1,2011-01-21,PEA,1.0526,1.08331,0.04249990527892889,1.125809905278929,1.040810094721071,1.1683098105578578,0.9983101894421422
87,2011a-000001555 Cenit Corporation-f1-01737832_1-1-1,2011-02-12,,1.0204,1.08132,0.04354901276516487,1.1248690127651648,1.0377709872348353,1.1684180255303298,0.9942219744696703
88,2011a-000017609 UEX Corporation-f1-01700996_1-1-1,2011-02-15,PEA,1.05,1.07807,0.040757206064128415,1.1188272060641284,1.0373127939358717,1.159584412128257,0.9965555878717433
89,2011a-000020823 Equinox Minerals Limited-f1-01709025_1-1-1,2011-03-07,FS,1.15,1.07827,0.04109717190344755,1.1193671719034477,1.0371728280965524,1.1604643438068951,0.996075656193105
90,2011a-000007482 Avalon Rare Metals Inc-f1-01710927_1-1-1,2011-03-13,,1.11,1.07852,0.0412628298618152,1.119782829861815,1.0372571701381847,1.1610456597236303,0.9959943402763696
91,2011b-000031701 Aurvista Gold Corporation-f1-01752152_1-26-1,2011-03-15,,1.08,1.0777424999999998,0.040924814662111605,1.1186673146621113,1.0368176853378883,1.159592129324223,0.9958928706757766
92,2011a-000005504 Largo Resources Ltd-f1-01726780_2-1-1,2011-03-28,PEA,1.0,1.0759925,0.042721587574337354,1.1187140875743373,1.0332709124256625,1.1614356751486745,0.9905493248513252
93,2011a-000005437 Prodigy Gold Inc-f1-01745481_2-1-1,2011-03-29,PEA,1.0526,1.0757125,0.042840085395183886,1.1185525853951839,1.0328724146048163,1.161392670790368,0.9900323292096322
94,2011a-000002563 SEMAFO INC-f1-01722229_1-1-1,2011-03-31,FS,1.0204,1.0724725,0.04196964096606611,1.114442140966066,1.0305028590339338,1.1564117819321322,0.9885332180678678
95,2011a-000002470 Fortune Minerals Limited-f1-01722811_1-1-1,2011-03-31,FS,1.0526,1.07101,0.04160678445663034,1.1126167844566304,1.0294032155433697,1.1542235689132607,0.9877964310867393
96,2011a-000002301 KWG Resources Inc-f1-01751599_1-1-1,2011-03-31,PEA,1.0,1.0665099999999998,0.03917987971343148,1.1056898797134314,1.0273301202865683,1.1448697594268629,0.9881502405731368
97,2011a-000010633 Adriana Resources Inc-f1-01729127_1-1-1,2011-04-08,PEA,1.05,1.06651,0.03917987971343148,1.1056898797134316,1.0273301202865686,1.144869759426863,0.988150240573137
98,2011a-000028385 Canada Fluorspar Inc-f1-01744012_1-1-1,2011-04-29,,1.03,1.0664875,0.03920110665300787,1.1056886066530078,1.0272863933469922,1.1448897133060159,0.9880852866939843
99,2011a-000007891 Canada Lithium Corp-f1-01756772_2-1-1,2011-06-03,MRE,1.0,1.0643125000000002,0.04042813939730828,1.1047406393973085,1.023884360602692,1.1451687787946168,0.9834562212053837
100,2011a-000014871 Compliance Energy Corporation-f1-01759860_1-1-1,2011-06-08,,1.1111,1.0658400000000001,0.04102339420129515,1.1068633942012953,1.024816605798705,1.1478867884025905,0.9837932115974098
101,2011b-000002842 Century Mining Corporation-f1-01784474_1-1-1,2011-06-20,OTHER,1.0,1.0645250000000002,0.042282406779615894,1.106807406779616,1.0222425932203842,1.149089813559232,0.9799601864407683
102,2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,2011-07-11,PFS,1.1,1.0650249999999999,0.042587248302146774,1.1076122483021467,1.0224377516978531,1.1501994966042934,0.9798505033957063
103,2011b-000027813 NEMASKA EXPLORATION INC-f1-01772450_1-1-1,2011-07-11,MRE,1.0,1.0639025,0.043708272335026076,1.1076107723350261,1.0201942276649738,1.151319044670052,0.9764859553299479
104,2011b-000000523 Shore Gold Inc-f1-01792961_1-1-1,2011-07-14,FS,1.0582,1.06258,0.04303876130140085,1.105618761301401,1.0195412386985991,1.1486575226028017,0.9765024773971984
105,2012-000033663 Appia Energy Corp-f1-01964725_1-8-1,2011-07-18,,1.1111,1.0641075,0.0436605988395215,1.1077680988395215,1.0204469011604784,1.151428697679043,0.976786302320957
106,2011b-000001913 Northgate Minerals Corporation-f1-01800614_1-1-1,2011-07-22,,1.0,1.0641075,0.0436605988395215,1.1077680988395215,1.0204469011604784,1.151428697679043,0.976786302320957
107,2011b-000009365 Rubicon Minerals Corporation-f1-01783947_1-1-1,2011-08-08,,1.0,1.0627925,0.04479349991477972,1.1075859999147797,1.0179990000852204,1.1523794998295596,0.9732055001704406
108,2011b-000011164 Hathor Exploration Limited-f1-01803085_1-2-1,2011-09-13,,1.05,1.06216,0.04479098352490366,1.1069509835249036,1.0173690164750964,1.1517419670498072,0.9725780329501926
109,2011b-000008020 Molycor Gold Corporation-f1-01802532_1-1-1,2011-09-15,PEA,1.0,1.0584250000000002,0.043541343453591064,1.1019663434535913,1.014883656546409,1.1455076869071823,0.971342313092818
110,2011b-000016212 Commerce Resources Corp-f1-01819332_1-1-1,2011-09-29,,1.0526,1.0575649999999999,0.043301539914584415,1.1008665399145843,1.0142634600854155,1.1441680798291687,0.970961920170831
111,2011b-000002073 Brigus Gold Corp. ( Apollo Gold Corporation)-f1-01811010_1-1-1,2011-10-06,PFS,1.0417,1.0573575,0.0433585698949276,1.1007160698949277,1.0139989301050722,1.1440746397898551,0.9706403602101448
112,2011b-000026608 Argex Mining Inc-f1-01839678_3-1-1,2011-10-12,PEA,1.0,1.0563575,0.0442218352348526,1.1005793352348527,1.0121356647651474,1.1448011704697052,0.9679138295302949
113,2011b-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01827609_1-1-1,2011-10-25,PEA,1.0309,1.0560800000000001,0.0443488860323197,1.10042888603232,1.0117311139676803,1.1447777720646395,0.9673822279353608
114,2012-000005206 Alderon Iron Ore Corp-f1-01874410_1-1-1,2011-10-26,PEA,1.0,1.0533025,0.04429369051265383,1.097596190512654,1.0090088094873462,1.1418898810253078,0.9647151189746923
115,"2011b-000002881 Auriga Gold Corp. (, Ursa Major International Inc.)-f1-01840782_1-1-1",2011-10-31,PEA,1.0309,1.052825,0.04443293852133816,1.0972579385213381,1.0083920614786617,1.1416908770426761,0.9639591229573236
116,2011b-000011375 Thundermin Resources Inc-f1-01840639_2-1-1,2011-11-01,,1.0526,1.053315,0.04431662621380772,1.0976316262138077,1.0089983737861923,1.1419482524276154,0.9646817475723846
117,"2011b-000023134 General Moly, Inc-f1-01825783_1-1-1",2011-11-11,PFS,1.06,1.0523150000000001,0.043682940107211736,1.0959979401072117,1.0086320598927885,1.1396808802144236,0.9649491197855766
118,2012-000000162 Gowest Gold Ltd-f1-01862155_1-1-1,2011-11-12,,1.0,1.0504325,0.0442853705513659,1.094717870551366,1.0061471294486342,1.139003241102732,0.9618617588972683
119,2012-000003760 Abitex Resources Inc-f1-01863517_1-1-1,2011-11-21,,1.05,1.0486825,0.04282481240697149,1.0915073124069714,1.0058576875930285,1.1343321248139429,0.963032875186057
120,2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,2011-11-23,PEA,1.023,1.0479425,0.04301071951955391,1.090953219519554,1.004931780480446,1.1339639390391079,0.9619210609608921
121,2012-000007619 Orbite Aluminae Inc-f1-01848436_1-1-1,2011-11-23,PEA,1.0,1.0439425,0.0396292296132991,1.0835717296132992,1.0043132703867008,1.1232009592265981,0.9646840407734018
122,2011b-000014892 Hudson Resources Inc-f1-01842871_1-1-1,2011-11-25,PEA,1.009,1.0419924999999999,0.039374431294224216,1.081366931294224,1.0026180687057757,1.1207413625884484,0.9632436374115514
123,2011b-000010348 Hard Creek Nickel Corporation-f1-01837196_2-1-1,2011-12-02,PEA,1.0526,1.0408075,0.03828200613329632,1.0790895061332964,1.0025254938667039,1.1173715122665928,0.9642434877334075
124,2012-000019195 Stikine Energy Corp. ( Stikine Gold Corporation)-f1-01850619_1-1-1,2011-12-12,PEA,1.0309,1.0400800000000001,0.038184304736437476,1.0782643047364375,1.0018956952635627,1.1164486094728752,0.9637113905271252
125,2011b-000030716 Royal Nickel Corporation-f1-01840899_1-1-1,2011-12-16,PFS,1.1111,1.0411075,0.039539012785491684,1.0806465127854918,1.0015684872145083,1.1201855255709834,0.9620294744290168
126,2011b-000009470 Rainy River Resources Ltd-f1-01844107_2-1-1,2011-12-23,PEA,1.05,1.0410425,0.039521768668898685,1.0805642686688988,1.0015207313311014,1.1200860373377974,0.9619989626622028
127,2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012-01-06,FS,1.087,1.0427075000000001,0.040029453178814026,1.0827369531788142,1.002678046821186,1.1227664063576281,0.9626485936423721
128,2012-000009698 Virgin Metals Inc-f1-01912517_1-1-1,2012-01-10,PEA,1.0,1.0414575,0.040572877687516155,1.082030377687516,1.0008846223124839,1.1226032553750322,0.9603117446249676
129,2012-000004922 CORAL GOLD RESOURCES LTD-f1-01853597_1-1-1,2012-01-15,PEA,1.0,1.0377075,0.03706367623636164,1.0747711762363616,1.0006438237636384,1.1118348524727233,0.9635801475272767
130,2012-000002830 Goldcorp Inc-f1-01884234_1-1-2,2012-01-26,,1.1,1.0374575,0.03659430309803374,1.0740518030980337,1.0008631969019661,1.1106461061960675,0.9642688938039324
131,2012-000030615 Coalspur Mines Limited-f1-01853056_1-1-1,2012-01-26,FS,1.0,1.0354575000000001,0.036395187674985674,1.0718526876749859,0.9990623123250144,1.1082478753499716,0.9626671246500288
132,2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012-02-16,,1.0417,1.0365,0.035947982361982836,1.0724479823619828,1.0005520176380172,1.1083959647239656,0.9646040352760343
133,2012-000001053 Advanced Explorations Inc-f1-01867779_1-1-1,2012-03-02,MRE,1.0526,1.0364999999999998,0.035947982361982836,1.0724479823619826,1.000552017638017,1.1083959647239654,0.9646040352760341
134,2012-000016212 Commerce Resources Corp-f1-01930452_1-1-1,2012-03-06,PEA,1.0,1.03599,0.036324984691263204,1.0723149846912632,0.9996650153087367,1.1086399693825264,0.9633400306174735
135,2012-000003905 Sprott Resource Corp-f1-01880209_1-1-1,2012-03-26,,1.0101,1.0349275,0.03644803809218301,1.071375538092183,0.998479461907817,1.107823576184366,0.962031423815634
136,2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012-03-29,,1.05,1.0361775,0.03607494682548446,1.0722524468254844,1.0001025531745156,1.108327393650969,0.9640276063490311
137,2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2012-03-29,FS,1.0,1.0349275,0.03644803809218301,1.071375538092183,0.998479461907817,1.107823576184366,0.962031423815634
138,2012-000029557 Yellowhead Mining Inc-f1-01882029_1-1-1,2012-03-29,FS,1.0,1.0341775,0.03685838100079809,1.071035881000798,0.9973191189992019,1.1078942620015961,0.9604607379984038
139,2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012-04-02,,1.05,1.0354275,0.03651582717966797,1.071943327179668,0.998911672820332,1.1084591543593358,0.962395845640664
140,2012-000006065 Victoria Gold Corp. ( Victoria Resource Corporation)-f1-01888118_1-1-1,2012-04-05,FS,1.087,1.034825,0.03541754418219069,1.0702425441821908,0.9994074558178094,1.1056600883643815,0.9639899116356188
141,2012-000022477 Guyana Goldfields Inc-f1-01888138_1-1-1,2012-04-09,FS,1.0,1.034825,0.03541754418219069,1.0702425441821908,0.9994074558178094,1.1056600883643815,0.9639899116356188
142,2012-000002319 Globex Mining Enterprises Inc-f1-01890658_2-1-1,2012-04-16,PEA,1.0593,1.0338075000000002,0.03405558343092225,1.0678630834309224,0.9997519165690779,1.1019186668618448,0.9656963331381557
143,2012-000008090 Huakan International Mining Inc-f1-01920382_1-1-1,2012-04-24,,1.0,1.0338075,0.03405558343092225,1.0678630834309222,0.9997519165690777,1.1019186668618446,0.9656963331381555
144,2012-000009568 Lake Shore Gold Corp-f1-01909912_2-1-1,2012-05-14,,1.0,1.0323525,0.034229541803116145,1.0665820418031162,0.9981229581968839,1.1008115836062322,0.9638934163937677
145,2012-000005760 Sunridge Gold Corp-f1-01928370_5-1-1,2012-05-14,FS,1.0,1.029575,0.03211826503281184,1.0616932650328117,0.9974567349671881,1.0938115300656235,0.9653384699343762
146,2012-000004904 Cadillac Ventures Inc-f1-01928596_2-1-1,2012-05-15,PEA,1.0101,1.0298275,0.03191887945064191,1.0617463794506419,0.997908620549358,1.0936652589012836,0.965989741098716
147,2012-000000171 Harte Gold Corp-f1-01932502_1-1-1,2012-05-31,,1.0,1.0298275,0.03191887945064191,1.0617463794506419,0.997908620549358,1.0936652589012836,0.965989741098716
148,2012-000002753 CANADIAN ZINC CORPORATION-f1-01942300_1-1-1,2012-06-15,,1.0,1.0285775,0.03208723276336324,1.0606647327633631,0.9964902672366367,1.0927519655267264,0.9644030344732735
149,2012-000009154 Pele Mountain Resources Inc-f1-01929839_1-1-1,2012-06-20,,1.0,1.0285775,0.03208723276336324,1.0606647327633631,0.9964902672366367,1.0927519655267264,0.9644030344732735
150,2012-000007531 Seabridge Gold Inc-f1-01928341_1-1-1,2012-06-22,PFS,1.0417,1.028305,0.031923859335484334,1.0602288593354843,0.9963811406645157,1.0921527186709687,0.9644572813290313
151,2012-000006210 SILVERCORP METALS INC-f1-01984618_6-1-1,2012-06-27,,1.0,1.0272625000000002,0.0321552538874147,1.059417753887415,0.9951072461125855,1.0915730077748296,0.9629519922251708
152,2012-000030640 Karnalyte Resources Inc-f1-01933745_1-1-1,2012-06-27,,1.0,1.0272625000000002,0.0321552538874147,1.059417753887415,0.9951072461125855,1.0915730077748296,0.9629519922251708
153,2012-000026781 Magna Resources Ltd-f1-01932797_1-1-1,2012-06-27,,1.0121,1.0267925,0.03223801218262651,1.0590305121826264,0.9945544878173735,1.091268524365253,0.962316475634747
154,2012-000003092 Aurizon Mines Ltd-f1-01933993_2-1-1,2012-07-01,FS,1.0,1.0267925,0.03223801218262651,1.0590305121826264,0.9945544878173735,1.091268524365253,0.962316475634747
155,2013-000017100 Typhoon Exploration Inc-f1-02057960_1-1-1,2012-08-03,PEA,1.02,1.02652,0.03224846806140856,1.0587684680614087,0.9942715319385915,1.0910169361228172,0.962023063877183
156,2012-000001053 Advanced Explorations Inc-f1-01963181_2-1-1,2012-08-10,FS,1.0526,1.02652,0.03224846806140856,1.0587684680614087,0.9942715319385915,1.0910169361228172,0.962023063877183
157,2012-000030431 Northern Graphite Corporation-f1-01949755_1-1-1,2012-08-23,FS,1.0,1.02502,0.032046034196017203,1.0570660341960172,0.9929739658039829,1.0891120683920343,0.9609279316079656
158,2012-000032112 Azumah Resources Limited-f1-01968714_1-1-1,2012-08-27,FS,1.0363,1.0259274999999999,0.031832606952378426,1.0577601069523783,0.9940948930476214,1.0895927139047568,0.962262286095243
159,2012-000030788 BacTech Environmental Corporation-f1-01968980_1-1-1,2012-08-27,PEA,1.02,1.0251775,0.031603484776207766,1.0567809847762077,0.9935740152237923,1.0883844695524156,0.9619705304475845
160,2012-000011551 Tintina Resources Inc-f1-01957549_2-1-1,2012-08-30,,1.0,1.0246024999999999,0.03185237170656731,1.0564548717065672,0.9927501282934326,1.0883072434131345,0.9608977565868653
161,2012-000004920 BRALORNE GOLD MINES LTD-f1-01970841_1-1-1,2012-08-31,,1.2,1.0296024999999998,0.041979045367897476,1.0715815453678972,0.9876234546321023,1.1135605907357946,0.9456444092642048
162,2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012-09-04,,1.015,1.0297525,0.04191421023031167,1.0716667102303117,0.9878382897696883,1.1135809204606235,0.9459240795393767
163,2012-000007531 Seabridge Gold Inc-f1-01958851_2-1-1,2012-09-05,PFS,1.0201,1.02894,0.04177473043077714,1.0707147304307771,0.9871652695692228,1.1124894608615543,0.9453905391384457
164,2012-000005904 Oceanic Iron Ore Corp-f1-01976689_2-1-1,2012-09-19,PFS,1.0,1.0281675,0.042022523798675535,1.0701900237986754,0.9861449762013244,1.112212547597351,0.9441224524026488
165,2012-000008330 Queenston Mining Inc-f1-01979771_2-1-1,2012-09-20,,1.0417,1.0264325,0.03988918231030328,1.0663216823103034,0.9865433176896968,1.1062108646206066,0.9466541353793936
166,2012-000006087 Gabriel Resources Ltd-f1-01978475_1-1-1,2012-10-01,FS,1.0,1.0251825,0.039915127185130274,1.0650976271851305,0.9852673728148699,1.1050127543702606,0.9453522456297395
167,2012-000000834 Agnico-Eagle Mines Limited-f1-01976039_3-1-1,2012-10-14,,1.03,1.0237574999999999,0.03864899831189444,1.0624064983118944,0.9851085016881055,1.1010554966237887,0.946459503376211
168,2012-000011411 Focus Graphite Inc-f1-01974976_1-1-1,2012-10-30,PEA,1.0,1.0237574999999999,0.03864899831189444,1.0624064983118944,0.9851085016881055,1.1010554966237887,0.946459503376211
169,2012-000032329 Copper North Mining Corp-f1-01988874_1-1-1,2012-10-31,FS,1.0,1.0237574999999999,0.03864899831189444,1.0624064983118944,0.9851085016881055,1.1010554966237887,0.946459503376211
170,2012-000026199 Plains Creek Phosphate Corporation-f1-01987090_3-1-1,2012-11-02,FS,1.0237,1.0218500000000001,0.03661917670516505,1.0584691767051653,0.9852308232948351,1.0950883534103302,0.94861164658967
171,2012-000007910 ABCOURT MINES INC-f1-01991939_1-1-1,2012-11-05,,1.0,1.0218500000000001,0.03661917670516505,1.0584691767051653,0.9852308232948351,1.0950883534103302,0.94861164658967
172,2012-000002470 Fortune Minerals Limited-f1-01992125_2-1-1,2012-11-28,FS,1.0526,1.0221225,0.03681073204365465,1.0589332320436546,0.9853117679563455,1.0957439640873092,0.9485010359126907
173,2012-000009131 Euromax Resources Ltd-f1-01995793_2-1-1,2012-12-05,PEA,1.007,1.0209825000000001,0.036547825271160565,1.0575303252711608,0.9844346747288396,1.0940781505423212,0.947886849457679
174,2013-000030715 Chieftain Metals Inc-f1-02009167_1-1-1,2012-12-12,,1.02,1.0214825,0.036389875229667516,1.0578723752296675,0.9850926247703325,1.0942622504593351,0.948702749540665
175,2012-000031138 Black Iron Inc-f1-01998946_1-1-1,2012-12-17,FS,1.026,1.02188,0.03634916991963027,1.0582291699196302,0.9855308300803697,1.0945783398392603,0.9491816601607393
176,2013-000005779 Great Quest Metals Ltd-f1-02013334_1-1-1,2012-12-20,PEA,1.0225,1.0211925,0.03606261212931953,1.0572551121293194,0.9851298878706805,1.093317724258639,0.9490672757413608
177,2013-000003240 ST ANDREW GOLDFIELDS LTD-f1-02028107_2-1-1,2012-12-31,,1.1494,1.0249275,0.041184388301194766,1.0661118883011949,0.9837431116988052,1.1072962766023895,0.9425587233976105
178,2013-000005589 Barkerville Gold Mines Ltd-f1-02076174_1-1-1,2012-12-31,MRE,1.0204,1.0254375,0.04099365609144406,1.0664311560914441,0.984443843908556,1.107424812182888,0.9434501878171119
179,2013-000005861 Coventry Resources Inc-f1-02008101_1-1-1,2013-01-01,PEA,1.0079,1.024385,0.04088716524841604,1.065272165248416,0.983497834751584,1.1061593304968322,0.942610669503168
180,2013-000023110 Ucore Rare Metals Inc-f1-02005254_1-1-1,2013-01-10,,1.0,1.0222099999999998,0.0397696624486813,1.0619796624486812,0.9824403375513185,1.1017493248973624,0.9426706751026372
181,2013-000026672 Western Potash Corp-f1-02007236_1-1-1,2013-01-15,,1.0,1.0222099999999998,0.0397696624486813,1.0619796624486812,0.9824403375513185,1.1017493248973624,0.9426706751026372
182,2013-000023684 Western Copper and Gold Corporation-f1-02014531_1-1-1,2013-01-25,FS,1.0526,1.0220425,0.03962328302516474,1.0616657830251648,0.9824192169748353,1.1012890660503294,0.9427959339496705
183,2013-000005255 Champion Iron Mines Limited ( Champion Minerals Inc.)-f1-02018273_1-1-1,2013-01-25,PFS,1.0,1.0220425,0.03962328302516474,1.0616657830251648,0.9824192169748353,1.1012890660503294,0.9427959339496705
184,2013-000008263 ENCANTO POTASH CORP-f1-02022315_1-1-1,2013-02-13,,1.0,1.0220425,0.03962328302516474,1.0616657830251648,0.9824192169748353,1.1012890660503294,0.9427959339496705
185,2013-000005636 Stornoway Diamond Corporation-f1-02034473_1-1-1,2013-02-28,FS,1.0101,1.022295,0.039511237933997,1.061806237933997,0.9827837620660029,1.101317475867994,0.9432725241320059
186,2013-000021345 Deer Horn Metals Inc-f1-02040985_1-1-1,2013-03-12,PEA,1.0044,1.0221525,0.03956658773996838,1.0617190877399685,0.9825859122600317,1.1012856754799367,0.9430193245200633
187,2013-000008311 AUGYVA MINING RESOURCES INC-f1-02055877_1-1-1,2013-03-22,PEA,1.0526,1.0234675000000002,0.03968537409004313,1.0631528740900433,0.9837821259099571,1.1028382481800865,0.9440967518199139
188,2013-000004818 New Gold Inc-f1-02090330_2-1-1,2013-04-10,FS,1.07,1.0252175000000001,0.04016449438215747,1.0653819943821576,0.9850530056178426,1.1055464887643152,0.9448885112356852
189,2013-000007482 Avalon Rare Metals Inc-f1-02142596_1-1-1,2013-04-17,,1.0526,1.0265325,0.0401787632864772,1.0667112632864773,0.9863537367135229,1.1068900265729544,0.9461749734270457
190,2013-000026555 Century Iron Mines Corporation-f1-02058564_3-1-1,2013-05-08,PEA,1.0,1.02549,0.04031587967347548,1.0658058796734755,0.9851741203265245,1.106121759346951,0.944858240653049
191,2013-000001146 Moss Lake Gold Mines Ltd-f1-02110849_2-1-1,2013-05-31,PEA,1.0033,1.0255725,0.0402657262636409,1.065838226263641,0.9853067737363591,1.1061039525272818,0.9450410474727182
192,2013-000026979 El Tigre Silver Corp-f1-02097813_1-1-1,2013-06-01,PFS,1.0,1.0255725,0.0402657262636409,1.065838226263641,0.9853067737363591,1.1061039525272818,0.9450410474727182
193,2013-000008209 El Nino Ventures Inc-f1-02086368_1-1-1,2013-06-04,PEA,1.0,1.0252700000000001,0.040414710446974866,1.065684710446975,0.9848552895530253,1.1060994208939499,0.9444405791060504
194,2013-000025789 Cap-Ex Iron Ore Ltd-f1-02092220_1-1-1,2013-06-27,PEA,1.0,1.0252700000000001,0.040414710446974866,1.065684710446975,0.9848552895530253,1.1060994208939499,0.9444405791060504
195,2013-000030716 Royal Nickel Corporation-f1-02087466_1-2-1,2013-07-25,FS,1.1111,1.0275474999999998,0.042617000264430396,1.0701645002644302,0.9849304997355695,1.1127815005288606,0.9423134994711391
196,2013-000030716 Royal Nickel Corporation-f1-02087466_1-1-1,2013-07-25,FS,1.1111,1.02901,0.044462596207806626,1.0734725962078067,0.9845474037921933,1.1179351924156133,0.9400848075843867
197,2013-000033663 Appia Energy Corp-f1-02096631_1-1-1,2013-07-30,,1.1111,1.0317874999999999,0.0460458477623536,1.0778333477623534,0.9857416522376463,1.1238791955247072,0.9396958044752927
198,2013-000013198 Nevada Copper Corp-f1-02132890_1-1-1,2013-08-22,FS,1.0,1.03088,0.0463115768879246,1.0771915768879246,0.9845684231120754,1.1235031537758493,0.9382568462241508
199,2013-000010461 Rockex Mining Corporation ( Enviropave International Ltd.)-f1-02120475_1-1-1,2013-08-27,PEA,1.0526,1.031695,0.04640196144174321,1.0780969614417433,0.9852930385582568,1.1244989228834865,0.9388910771165137
200,2013-000010148 Matamec Explorations Inc-f1-02122328_1-1-1,2013-09-04,FS,1.0,1.031695,0.04640196144174321,1.0780969614417433,0.9852930385582568,1.1244989228834865,0.9388910771165137
201,2013-000025437 West Kirkland Mining Inc-f1-02112513_1-1-1,2013-09-13,PEA,1.0,1.0266950000000001,0.037774818297854174,1.0644698182978543,0.988920181702146,1.1022446365957084,0.9511453634042918
202,2018-000039713 BlackRock Metals Inc-f1-02755090_1-1-1,2013-09-20,FS,1.05,1.02757,0.03790212225977421,1.0654721222597743,0.9896678777402259,1.1033742445195485,0.9517657554804517
203,"2013-000029836 Silver Bull Resources, Inc-f1-02133395_2-1-1",2013-09-30,PEA,1.0,1.0270675,0.038136215962634765,1.0652037159626349,0.9889312840373653,1.1033399319252695,0.9507950680747305
204,2013-000031410 Flinders Resources Limited-f1-02110081_1-2-1,2013-10-11,PEA,1.0314,1.0278525,0.03788712647541514,1.065739626475415,0.9899653735245849,1.1036267529508303,0.9520782470491698
205,2013-000003556 Arianne Phosphate Inc-f1-02134296_1-1-1,2013-10-15,FS,1.05,1.02806,0.03798750671821811,1.066047506718218,0.9900724932817818,1.1040350134364363,0.9520849865635638
206,2013-000026016 Quest Rare Minerals Ltd-f1-02144994_1-1-1,2013-10-23,PFS,1.05,1.02931,0.037862936345692294,1.0671729363456923,0.9914470636543077,1.1050358726913845,0.9535841273086154
207,2013-000018439 Endeavour Mining Corporation-f1-02143581_3-1-1,2013-10-31,FS,1.0,1.0285600000000001,0.03814499194201526,1.0667049919420153,0.9904150080579849,1.1048499838840307,0.9522700161159696
208,2013-000022850 Alexco Resource Corp-f1-02146314_2-1-1,2013-11-15,,1.0417,1.0296025,0.03791356220032545,1.0675160622003255,0.9916889377996745,1.105429624400651,0.9537753755993491
