date,lead_price,lead_price_quarterly,lead_price_yearly,lead_price_5y,lead_price_3y,lead_price_price_floor,lead_price_floor_spot_3y,lead_price_floor_spot_5y
2022-04-01,2386.10857142857,2342.6015745341597,2309.1663709062673,2120.458186947936,2043.7932953011373,2043.7932953011373,2043.7932953011373,2120.458186947936
2022-05-01,2147.77772727273,2292.907316958403,2306.269973178995,2120.83603002153,2053.031830053422,2053.031830053422,2053.031830053422,2120.83603002153
2022-06-01,2075.15954545455,2203.0152813852833,2296.61417772445,2119.8731588094083,2057.9057063160485,2057.9057063160485,2057.9057063160485,2075.15954545455
2022-07-01,1985.19619047619,2069.3778210678233,2267.2543905671623,2115.1288096030594,2058.171119819614,1985.19619047619,1985.19619047619,1985.19619047619
2022-08-01,2068.84391304348,2043.0665496580732,2238.452415066817,2110.468443002269,2058.846016875055,2058.846016875055,2058.846016875055,2068.84391304348
2022-09-01,1870.10136363636,1974.7138223853433,2206.936051430453,2102.0635847771605,2053.242020362308,1870.10136363636,1870.10136363636,1870.10136363636
2022-10-01,1999.86047619048,1979.6019176234397,2178.188392700295,2093.7576608954864,2048.124618130884,1999.86047619048,1999.86047619048,1999.86047619048
2022-11-01,2099.99272727273,1989.9848556998566,2159.0230139124164,2087.7336760470016,2050.314561613328,2050.314561613328,2050.314561613328,2087.7336760470016
2022-12-01,2226.11363636364,2108.6556132756164,2152.7249836093865,2083.003552442536,2059.358343178984,2059.358343178984,2059.358343178984,2083.003552442536
2023-01-01,2207.40318181818,2177.836515151517,2142.354457094235,2076.7254236546573,2067.2325477244385,2067.2325477244385,2067.2325477244385,2076.7254236546573
2023-02-01,2093.0625,2175.5264393939397,2125.3712904275685,2068.592090321324,2073.358242168883,2068.592090321324,2073.358242168883,2068.592090321324
2023-03-01,2115.17826086957,2138.5479808959167,2106.23317448554,2064.011728002484,2083.9342670920278,2064.011728002484,2083.9342670920278,2064.011728002484
2023-04-01,2144.8615,2117.7007536231895,2086.1292518664927,2060.5525446691504,2097.4708087586946,2060.5525446691504,2097.4708087586946,2060.5525446691504
2023-05-01,2088.27304347826,2116.1042681159433,2081.1705282169537,2056.0082858699784,2110.302413767594,2056.0082858699784,2088.27304347826,2056.0082858699784
2023-06-01,2122.88636363636,2118.673635704873,2085.1477630654376,2050.784963359156,2120.803613262543,2050.784963359156,2120.803613262543,2050.784963359156
2023-07-01,2109.1219047619,2106.760437292173,2095.47490592258,2049.1532829839753,2128.8923859793595,2049.1532829839753,2109.1219047619,2049.1532829839753
2023-08-01,2154.61434782609,2128.8742054081163,2102.6224421544644,2050.837953932592,2134.957506752306,2050.837953932592,2134.957506752306,2050.837953932592
2023-09-01,2252.10142857143,2171.9458937198065,2134.4557808990535,2054.6577694087823,2145.490551485351,2054.6577694087823,2145.490551485351,2054.6577694087823
2023-10-01,2131.35909090909,2179.3582891022033,2145.413998792271,2057.0545151268325,2155.354276232825,2057.0545151268325,2131.35909090909,2057.0545151268325
2023-11-01,2188.45545454545,2190.638658008656,2152.7858927316643,2061.2435454298625,2162.9329330389824,2061.2435454298625,2162.9329330389824,2061.2435454298625
2023-12-01,2027.20285714286,2115.6724675324663,2136.209994463266,2062.1583298910155,2163.1199833035325,2027.20285714286,2027.20285714286,2027.20285714286
2024-01-01,2087.38869565217,2101.015669113493,2126.208787282765,2063.6625354246125,2165.1384054049818,2063.6625354246125,2087.38869565217,2063.6625354246125
2024-02-01,2079.82761904762,2064.8063906142165,2125.1058805367334,2063.9465374087395,2165.130492045193,2063.9465374087395,2079.82761904762,2063.9465374087395
2024-03-01,2054.66666666667,2073.96099378882,2120.0632476864916,2064.0832437579456,2168.093442930862,2054.66666666667,2054.66666666667,2054.66666666667
2024-04-01,2124.96909090909,2086.487792207793,2118.405546928916,2067.182936939764,2171.233723233892,2067.182936939764,2124.96909090909,2067.182936939764
2024-05-01,2220.01739130435,2133.21771629337,2129.38424258109,2073.9300521916616,2172.2749146590127,2073.9300521916616,2172.2749146590127,2073.9300521916616
2024-06-01,2147.1015,2164.02932740448,2131.402170611393,2078.0534105249953,2171.054703800427,2078.0534105249953,2147.1015,2078.0534105249953
2024-07-01,2106.93782608696,2158.0189057971033,2131.2201640551484,2080.241685887314,2164.6498201816303,2080.241685887314,2106.93782608696,2080.241685887314
2024-08-01,1999.11181818182,2084.3837147562595,2118.2616199181257,2079.4844225395505,2153.112159046469,1999.11181818182,1999.11181818182,1999.11181818182
2024-09-01,2002.73571428571,2036.2617861848294,2097.481143727649,2078.3325971427253,2146.290992019052,2002.73571428571,2002.73571428571,2002.73571428571
2024-10-01,2033.99608695652,2011.9478731413499,2089.367560064935,2075.8310826499714,2137.656650519167,2033.99608695652,2033.99608695652,2033.99608695652
2024-11-01,1987.52619047619,2008.085997239473,2072.62345472583,2075.2706064594954,2128.1441204566368,1987.52619047619,1987.52619047619,1987.52619047619
2024-12-01,1987.91090909091,2003.144395507873,2069.349125721501,2076.726829944344,2119.428034598051,1987.91090909091,1987.91090909091,1987.91090909091
2025-01-01,1921.51782608696,1965.6516418846866,2055.526553257733,2076.686596742763,2108.029932544911,1921.51782608696,1921.51782608696,1921.51782608696
2025-02-01,1957.07,1955.499578392623,2045.2967516704314,2078.0954717427626,2098.591307544911,1957.07,1957.07,1957.07
2025-03-01,2030.88285714286,1969.8235610766062,2043.3147675434475,2083.0361633012044,2089.8703965718264,2030.88285714286,2030.88285714286,2030.88285714286
2025-04-01,1905.74909090909,1964.5673160173164,2025.0464342101143,2087.1728814830226,2076.527077668508,1905.74909090909,1905.74909090909,1905.74909090909
2025-05-01,1956.71227272727,1964.448073593073,2003.1043409953575,2092.6791649758457,2071.2197039311336,1956.71227272727,1956.71227272727,1956.71227272727
2025-06-01,1973.85619047619,1945.4391847041832,1988.6672318683734,2096.496048453479,2068.4057218484013,1973.85619047619,1973.85619047619,1973.85619047619
2025-07-01,,,,,,,,
2025-08-01,,,,,,,,
2025-09-01,,,,,,,,
2025-10-01,,,,,,,,
